"Index","Product","Date","Stars","Review"
29945,"Pandora",2014-02-13,5,"Great algorithm for finding music you will like.   Pandora always finds what I will like, can't help but smile at the 80's and 90's it digs up for me, lol! Also use it on my xfinity box to stream through my home theater.Pandora and Slacker are my go-to streaming radios."
29955,"Pandora",2017-01-07,5,"Five Stars   Just great."
29956,"Pandora",2017-02-03,5,"Five Stars   works great"
29959,"Pandora",2017-01-23,5,"Musical therapy!   Like a lot."
29962,"Pandora",2014-04-17,5,"Multiple media.   I have it on my Fire and Grace and now enjoy classical and jazz whenever I want...free of annoying advertising or disruption. Thanks Pandora!"
29967,"Pandora",2014-12-18,1,"Can't sign in to it. Got confirmation via email ...   Can't sign in to it. Got confirmation via email that I had successfully completed sign up, but now says it doesn't recognize my email address. DUH, what's up with that? ."
29968,"Pandora",2015-03-23,1,"Work interruptions are not what I paid for   App stops after every song until I walk over and swipe the face of my phone, then the next song will start. Somebody please tell me why I just upgraded?"
29969,"Pandora",2013-01-10,5,"Free Version   I use the free version of Pandora. Sounds great on my Samsung Galaxy player 4.2. The on screen ads don't bother me because my player turns the screen off after a few minutes so I never see them. As for the voice ads not that many in between songs. Good selection of songs in the different categories."
29971,"Pandora",2016-01-25,4,"Four Stars   Great song selections and availability but find some of the advertisements offensive."
29977,"Pandora",2015-10-29,5,"I can have many playlist   Music is my life. With Pandora I can pick my favorite song or artist(s) and make a playlist for anytime and anywhere. I love that there is no limit to the amount of playlist I can have. Since I listen to all types of music I can have a playlist for each one with no problem. From Taylor Swift, to Aaliyah, or Paramore, to J. Cole. I have it on my kindle, my cell phone, and two laptops. It's perfect for music lovers.I am happy to answer any questions.[...]Please remember this is my personal experience and review with that said not everyone is going to have the same results or reactions. Regardless, I am only recommend products or services I personally use, or have tried, and believe in."
29979,"Pandora",2016-07-22,5,"Five Stars   great service! it works perfect on my tablet!"
29980,"Pandora",2016-01-24,5,"glad I gave it a try   Friends & family have been telling me about Pandora , glad I gave it a try. Love it !"
29982,"Pandora",2016-04-24,5,"Five Stars   I am very satisfied whit pandota radio i usef every day thank you"
29983,"Pandora",2016-10-16,1,"One Star   No, I did not order them."
29986,"Pandora",2016-12-27,5,"Five Stars   It's great"
29987,"Pandora",2016-12-30,3,"Three Stars   like radio"
29995,"Pandora",2017-02-01,5,"Five Stars   Works fine"
29996,"Pandora",2017-02-09,5,"Five Stars   Fantastic!"
29997,"Pandora",2017-01-25,5,"Five Stars   I love it!"
30003,"Pandora",2013-07-11,5,"Love my Pandora!   This app was a breeze to download and the ""stations"" are easy to arrange. The only thing I don't care for are the ads, but they are few and far between, and I expected there would be ads, anyway, considering this is a free app. I would highly recommend Pandora!"
30008,"Pandora",2016-09-10,4,"Four Stars   Native American music is awesome."
30010,"Pandora",2016-06-10,5,"Great selection   Great selection of music from most genres I listen to."
30015,"Pandora",2016-09-23,4,"Four Stars   Good choice, need more variety"
30016,"Pandora",2016-08-31,5,"Five Stars   Love My Panda , Only one for me...."
30018,"Pandora",2015-01-01,5,"Pandora Rocks!!   Great selection of music with featured artist and if you don't like the songs of the other music played you can vote yea or nay and it won't bebe played again.."
30021,"Pandora",2016-08-13,5,"Five Stars   Pandora is my favorite go-to for music!"
30028,"Pandora",2015-05-18,5,"I really like it. It's free   I really like it.  It's free, can pick the artists I want to listen to, and mix them up so there is a varity in the songs. I like it alot!!"
30032,"Pandora",2016-03-30,5,"Five Stars   I love this app. Never have any problems or glitches. Just love it :)"
30033,"Pandora",2016-05-07,4,"Four Stars   It is awesome , great music ,  great information opportunity."
30040,"Pandora",2013-12-20,4,"Everything you expect from pandora ...   This is Pandora, plain and simple.  Internet connection is required.  Works well with Bluetooth speaker devices. Easy to navigate and listen to your favorite channels."
30043,"Pandora",2014-03-06,5,"great way to listen to your favorites   We love Pandora, we bought a Bose speaker for the kitchen and hook up the smart phone, select Pandora and enjoy the music while making dinner.  We also use it for parties and move the speaker to where we need it in the house."
30047,"Pandora",2015-04-08,5,"I enjoy listening to Pandora and I love that I can ...   I enjoy listening to Pandora and I love that I can listen to it in my car while driving! Pandora knows just what songs I want to hear all the time!"
30048,"Pandora",2016-01-18,4,"Good music   Good music, but they slip in a modern artist that I had not selected and do NOT want."
30051,"Pandora",2017-02-17,5,"Five Stars   Good buy."
30055,"Pandora",2017-11-12,5,"Five Stars   Love it !"
30058,"Pandora",2017-07-26,2,"Two Stars   It's slow"
30066,"Pandora",2017-02-14,5,"Five Stars   Fantastic"
30067,"Pandora",2017-01-31,5,"Love my Pandora   Love it.."
30070,"Pandora",2016-12-20,5,"Five Stars   Excellent"
30077,"Pandora",2016-09-19,5,"V Good App   Really good game, great story."
30082,"Pandora",2013-02-02,4,"How do you turn this thing off?   I like to lay back and listen to good music; it is very relaxing, but when Iwas finished I could not figure out haw to turn the music off. I could not exit out of the program without turning off the power button.A real plus is it offers a wide reange of music for a person to choose from."
30083,"Pandora",2015-01-11,4,"This app has worked well on an Andriod tablet that ...   This app has worked well on an Andriod tablet that came without Google Play installed.  Amazon is the only place that I have been able to get apps for this tablet."
30084,"Pandora",2016-10-14,5,"Five Stars   Sam Cooke radio is great"
30085,"Pandora",2016-09-27,5,"Five Stars   The perfect music companion."
30086,"Pandora",2016-03-05,5,"Five Stars   I have never had any problems with Pandora. It does just what it promises."
30088,"Pandora",2016-03-27,5,"works great   This app works great on my kindle. It has not had any problems so far"
30093,"Pandora",2016-03-09,4,"Four Stars   Love it! Perfect mix to keep me moving thru my day as a stay at home mom!"
30098,"Pandora",2015-02-13,4,"love the free version.   It's awesome. I have discovered so many new band that I like... only problem is that they removed the lyrics section... that was one of the best features of the app..."
30099,"Pandora",2014-01-02,4,"Very cool but song are kind of not in the same catagory   Love listening while relaxing. Most songs are not part of r&b then you can skip so many. I hate when it ask ""are u still listening because we pay for you to listen"" if I have it on, then I must be listening. Otherwise, it's neat"
30100,"Pandora",2014-08-09,5,"I love that I am creating my very own radio station   I love that I am creating my own radio station with all my favorite songs and I can listen on my computer, my Kindle, my Smartphone, anywhere  want. Awesome :) thanks, this is a great app, highly recommend it"
30106,"Pandora",2015-09-29,4,"Pandora   I Like Pandora very well."
30108,"Pandora",2014-09-12,5,"My brother introduced me to Pandora and I'm glad he did   My brother introduced me to Pandora and I'm glad he did.  I love the venues and the fact that I can implement it anytime on my Samsung Tablet.  The streaming is great.  Thanks, Pandora!!!"
30109,"Pandora",2016-12-12,5,"Music   Love music"
30121,"Pandora",2014-06-01,5,"Why I love Pandora Music   the great thing about Pandora is I get to choose.  I choose what I want to listen to.  I choose the time I want to listen..  I choose to listen to Pandora because IT HAS NO COMICAL INTERRUPTIONS!!!!!!!!!!!!!"
30124,"Pandora",2017-02-18,5,"Five Stars   Good app"
30127,"Pandora",2017-01-03,5,"Five Stars   Great !!"
30131,"Pandora",2016-12-20,5,"Five Stars   Love it!"
30135,"Pandora",2017-01-18,4,"Four Stars   Love it."
30138,"Pandora",2016-12-30,5,"Five Stars   Love it!"
30139,"Pandora",2017-01-12,5,"Five Stars   Love it!"
30140,"Pandora",2016-10-20,3,"Three Stars   Amazon Music is better"
30146,"Pandora",2013-11-05,3,"Would be great if it didn't crash   I enjoy Pandora on my other devices, but on my Kindle Fire it tends to not work properly.  Often times, I open the app only to have it never actually open."
30149,"Pandora",2016-03-06,5,"Five Stars   It is perfect for me when out and about or just chilling at home. Love it"
30154,"Pandora",2014-11-17,5,"I love the fact that I can create my own radio ...   I love the fact that I can create my own radio station that plays only the music I like. The free version includes commercials ... but they are infrequent and not obtrusive."
30158,"Pandora",2016-11-17,4,"OK App   works just fine"
30159,"Pandora",2016-04-16,5,"Five Stars   Beats watching the news at the gym, for sure. Chuck Berry Radio!"
30160,"Pandora",2016-12-08,5,"Five Stars   I loved it"
30164,"Pandora",2014-04-25,1,"Pandora One upgrade? More like Pandora NONE!   Almost immediately after i upgraded to ad-free pandora one, i started getting error messages. (never received an error message before upgrading)it got continuously worse, sometimes shutting down the app completely, other times leaving me sitting listening to silence which eventually turned into nothing.I tried to reach them -they have NO PHONE NUMBER-i emailed them, per their instructions as being the only way to communicate with them.I expressed my dissatisfaction in the product that they were now charging me for, especially in light of the flawless experience I had enjoyed as a non-paying customer.  I stated that I had uninstalled the app from my phone already, but that i hadn't cancelled the service yet, because before i severed ties completely i wanted them to refund me every penny they had taken for a product they'd never delivered. Granted it was only 4 or 5 dollars at that point, but i don't have extra dollars to throw into the wind and they didn't deserve that money@all.Long story short - i am busy and before too long, some other nightmare in my life took center stage, and I only realized that Pandora had NEVER EVEN REPLIED to my email, until..... you guessed it! i noticed the charge on my credit card again the other day!aarrgghhh!!!!!!so, thanks alot Pandora for your upgraded product, PANDORA NONE!p.s. get a freaking phone number with the money you charged me without delivering a product."
30165,"Pandora",2016-03-30,5,"Five Stars   Pandora has always come through for me providing outstanding music."
30167,"Pandora",2016-04-19,5,"Five Stars   Free choice music and can opt to pay for no ads.  H A P P y!!!!"
30171,"Pandora",2013-10-24,1,"ADS!!!!!   Om g the ads are so frequently!! Every SINGLE SKIP the same ad!!! So annoying! Pandora was way better back then!"
30173,"Pandora",2016-06-28,4,"Four Stars   Pandora has great selections of music by genre."
30174,"Pandora",2017-01-07,5,"Five Stars   love it"
30176,"Pandora",2017-02-01,5,"Five Stars   love it"
30177,"Pandora",2017-01-08,5,"Great music selection   Love it"
30184,"Pandora",2017-10-31,4,"Review   Love it"
30186,"Pandora",2017-01-08,5,"Five Stars   love it"
30189,"Pandora",2016-12-16,5,"Five Stars   Love it"
30196,"Pandora",2017-01-26,5,"Five Stars   Love it"
30208,"Pandora",2016-12-02,5,"Five Stars   Great music"
30209,"Pandora",2016-12-02,5,"Five Stars   Outstanding"
30212,"Pandora",2016-03-02,4,"I am still listening.   I don't even care about the commercials just stop asking if I'm listening"
30214,"Pandora",2014-02-10,5,"I have no password or email   I'm trying to sign in, but I keep pressing register for free, but it still won't work. I tried going on silk browser and it still won't work. I tried connecting to ATT680/internet[...]Subject: MusicBy: Pandora Media"
30221,"Pandora",2016-09-09,4,"Four Stars   So fun to listen to the music."
30222,"Pandora",2015-11-24,5,"GET THIS APP NOW   I love this app because you can you it when ever and where ever you can listen to music random."
30229,"Pandora",2016-10-22,4,"Its cool ,only critique is it locks up alot ,and while I understand the need for comercials,why the same car adds?   Ok but locks up alot"
30232,"Pandora",2014-01-17,5,"I have found so much great music   I love being able to set stations.  I work out with my workout station, play calming music when I work, and sing along with my favorite songs on my sing along station.  It's easy to use.  Just wish I could double star my favorites."
30236,"Pandora",2014-01-06,5,"Pandora   I love Pandora on my Kindle.  It is convenient and easily accessible.  I is free, and I can take it anywhere.  I will be flying and know that I will be spending lots of time in airports, so it's nice to know I have Pandora available."
30241,"Pandora",2015-07-09,1,"Won't download   It would probably be good if I was able to download it. I always get a message to try again later because of some difficulty."
30243,"Pandora",2016-10-08,5,"Five Stars   Awesome music selection"
30245,"Pandora",2017-03-11,4,"Good, could be great   Actually pay for the subscription, so I must be a fan. A few minor problems - they apparently make no attempt to ""normalize"" the levels, leading to significant changes from track to track. And too often, especially with live tracks, the heads and tails are just abruptly clipped, which can be jarring. Also, while they do seem to take 'thumbs up"" and ""thumbs down"" seriously, the play lists are narrow; listening for a full day will often produce a lot of replays, with too few ""deep tracks"", just the same old popular cuts.But reliability has been good, and sound quality perfectly satisfactory, other that what was mentioned above"
30246,"Pandora",2016-08-20,5,"Five Stars   Love the way I can play the music."
30248,"Pandora",2016-05-11,5,"Five Stars   Can't get enough of Pandora.  I play it everywhere I can!"
30249,"Pandora",2014-09-20,4,"Very interesting experiment.   Hard to argue the quality of what this site offers for free.  It does seem to progressively stray away from the channel you set up, but I guess that's kind of part of what it's about."
30252,"Pandora",2017-02-02,5,"Five Stars   THANKS"
30254,"Pandora",2016-12-26,5,"Star   Great!"
30255,"Pandora",2016-12-30,5,"Happy, thank you   Happy!"
30258,"Pandora",2016-12-03,5,"Five Stars   fantastic!"
30259,"Pandora",2016-12-10,5,"Five Stars   Love/ it"
30262,"Pandora",2016-02-08,5,"It's a great app   It fun relaxing easy to navigate although I do wish the Skip limit was larger"
30265,"Pandora",2016-05-31,5,"Pandora is the best!   Music is good for mind and body. Pandora has it all."
30266,"Pandora",2015-02-21,5,"Awesome   Pandora is so fun to use but it sucks that it needs WiFi to actually listen to it. The people who made Pandora need 2 fix that little itsy bitsy problem."
30267,"Pandora",2014-12-26,3,"If you hate ads then buy the ad-free version.   Spend the extra 3 dollars so you don't have to keep getting the annoying advertisement pop-ups. That is the only reason that I have for the less than great rating."
30268,"Pandora",2014-05-03,5,"AWESOMENESS   This is wonderful and plays a lot of good music.You can comment on songs,like them,share them,follow people,comment on people's profile.But you have to be 14 or older to log in.Still I love it"
30269,"Pandora",2013-12-04,5,"Top of the heap!   A new paradigm in music enjoyment!  It already has a substantial library of music to satisfy my listening pleasure. Now i probably get 95% of my music through Pandora."
30275,"Pandora",2016-03-31,5,"Awesome!   Awesome music, excellent to listen to anytime, again just awesome"
30278,"Pandora",2013-11-09,3,"glitches   The update is cool and all but lately its been glitching. Every thing is easy access and all but when listening to a song and to hear glitches every five or so seconds is annoying."
30281,"Pandora",2016-08-30,5,"Five Stars   great app, a lot of music on it"
30285,"Pandora",2016-12-08,5,"Five Stars   Love it!"
30287,"Pandora",2016-06-29,4,"Four Stars   Havent used It Much but It Does come in Handy"
30288,"Pandora",2016-03-26,5,"Pandora Needs Better Customer Service/Customer Support...Music Selections Are Fantastic   I love the stations and feeds on Pandora but if your bank changes your debit or credit card number...you are in for many phone calls to Amazon and emails to Pandora...you can not contact Pandora directly by phone. Getting my billing straight, as I am a Pandora One subscriber, took about three weeks. They have also reformatted how you view info about the artists and the music several times. They should have left alone;/if it's not broke don't fix it. Sometimes I can't connect wirelessly when away from home and on a free Wi-Fi and that is annoying and disappointing."
30291,"Pandora",2014-03-04,4,"Great way to discover new songs and artists   Through Pandora, I've discovered new artists and been reminded of old classics I wouldn't hear anywhere else. Sure, I wish the free version didn't have ads, but I understand they have to make a living like the rest of us."
30296,"Pandora",2015-07-17,5,"Great way to play what you want to listen to   Great way to play what you want to listen to.  When I made my wireless speaker compatible, it is a great way to entertain."
30307,"Pandora",2017-02-04,5,"Five Stars   Great"
30308,"Pandora",2016-12-28,5,"Five Stars   Music"
30310,"Pandora",2017-01-09,5,"Five Stars   Enjoy"
30312,"Pandora",2017-01-05,5,"Five Stars   Great"
30313,"Pandora",2014-03-03,5,"My music - any time   I love Pandora!!  I can get any music I want any time I want it.  AND I can do other things on my kindle while listening.  A great resource.  Easy to access and choose the genre and specific artists you want to hear from."
30318,"Pandora",2015-10-24,4,"Great program   I would say one of the best music apps out there. Needs some better algorithms to explore new music."
30322,"Pandora",2014-05-14,5,"Can't live without it.   I often try to remember what life was like without Pandora. Then i remember i just surfed radio stations constantly to find a song I want to listen to. Pandora is much more convenient and never has static :)"
30326,"Pandora",2016-07-27,5,"Great app   Great variety in any channel I create."
30327,"Pandora",2016-12-01,5,"Five Stars   EXCELLENT"
30336,"Pandora",2015-06-01,5,"Music Artistry at its' best!   I have a Bluetooth device called Beats and it plays Pandora radio soooooooo nice! Clarity of sound deluxe! Loving it - thank you!!!"
30340,"Pandora",2015-07-09,5,"Five Stars   My favorite Music App"
30341,"Pandora",2016-12-04,5,"Five Stars   Awesome!"
30346,"Pandora",2016-01-15,5,"Great Perfect   have pandora on my other devices and wanted to make sure it was on my Kindle Fire"
30347,"Pandora",2016-12-09,5,"Five Stars   Awesome"
30348,"Pandora",2013-07-09,5,"Great Radio App   Had no trouble downloading this app on my Kindle Fire. Did not have previous experience with Pandora, but really enjoy creating my personalized radio stations. Find it to be a great alternative to using my iPod. Thinking of buying an upgraded speaker for my Fire."
30349,"Pandora",2015-05-17,5,"This is fantastic, you select the genre of music you like ...   This is fantastic, you select the genre of music you like and pandora seeks it out for you and it's commercial fee, for the moment. Fi"
30350,"Pandora",2014-05-12,4,"Music when I want it   After a little experimentation (I am not tech savvy), no problems. I love having access to the music I want to hear, when I want to hear it. Only downside, is that it drains my tablet battery as a trade off."
30354,"Pandora",2016-01-10,5,"Love it   Love the selection of stations! And I'm one who likes a lively Polka now and then!"
30357,"Pandora",2013-12-20,4,"Great!   There is advertisements that interrupt music but this is a minor downfall. Otherwise there is usually great music! I've had a Pandora account for a long time now."
30360,"Pandora",2016-10-12,5,"Five Stars   EASY ACCESS TO MUSIC"
30362,"Pandora",2016-12-16,5,"Five Stars   great"
30368,"Pandora",2014-02-25,5,"Love Pandora!!!   There is a good section of music under each categories.  My daughter gave me a wireless speaker to increase the volume and I have been jamming while I make dinner.  I love it!  Has a good selection of Christmas music too."
30369,"Pandora",2017-01-07,5,"Five Stars   Love"
30370,"Pandora",2017-01-13,4,"Four Stars   Good"
30371,"Pandora",2017-01-14,4,"Four Stars   nice"
30372,"Pandora",2017-07-23,4,"Four Stars   Good"
30378,"Pandora",2016-12-25,5,"Five Stars   Nice"
30379,"Pandora",2017-02-21,5,"Five Stars   love"
30381,"Pandora",2017-01-09,5,"Five Stars   Good"
30386,"Pandora",2013-03-26,5,"Personalized radio   I LOVE LOVE LOVE how this radio is personalized to the music that you like. I like that I have the option to give it a thumbs up and/or thumbs down. My whole family has their own station. I even have holiday music.  Great invention if I do say so myself!! The ads don't bother me."
30387,"Pandora",2013-12-27,3,"too many interruptions   great app music is good but they're trying to make too much money after this don't like the advertisement limited free version I thought was better I know I can buy and upgrade but there's too many music apps that don't require that"
30388,"Pandora",2016-12-02,4,"Four Stars   just gun"
30390,"Pandora",2013-12-31,5,"LOVE!   Pandora is great! I TRULEY RECOMMEND You can listen to music of your choice, for free, it precautions you when a song is explicit that is about to be played... so if you have a child listening that maybe shouldn't hear something... but you can change that under settings. You can turn on the sleep timer for however long and you can fall a sleep to the music... and it will even stop in the middle of a song too. You can send a specific station or track to a friend on Facebook and a couple other ways... which is great. When you find a specific station and you click the like buttons (thumbs) or dislike buttons, it will sort the music based upon what it thinks you will like... which is great because you may not know exactly which song you wish to listen to... so it selects one for you, also it's great because if it is a classical station you might love a specific song so, you make a station for it then you can listen to itIn... say d flat major"
30391,"Pandora",2015-10-02,5,"Five Stars   compatability"
30392,"Pandora",2013-07-16,5,"Countless hours of enjoyment!!!   Pandora finally allows my music tastes to be satisfied in a way no radio station ever could!!!!! Country, rap, classical, pop, rock, metal, and more all in an eclectic mix which fits my personality:):):) Did I mention that I even get Weird Al on my station? LOL"
30393,"Pandora",2016-08-10,5,"Thank you   I'm glad I have this! No problems."
30404,"Pandora",2013-10-08,5,"Best App I Have   Since starting to use Pandora, my listening has broadened so much.  Rusted Root, Hayley Westernra, Fun....not on my radar before Pandora.  Reminds me of the Napster days...people can share their musical interests and help other listeners.  Great."
30408,"Pandora",2016-08-26,5,"Five Stars   Get to listen to radio all day"
30410,"Pandora",2015-02-21,5,"I love PANDORA!!!!!!   This app is amazing. There are thousands of stations, probably ten thousand songs. If you want music, buy this app.  P.S. ALL of the stations are FREE!!"
30412,"Pandora",2016-10-04,5,"Five Stars   Pandora is sexciting!"
30414,"Pandora",2016-06-16,5,"Five Stars   It's fantastic! Thank you whoever invented it!"
30417,"Pandora",2016-11-12,4,"Four Stars   love the app"
30428,"Pandora",2017-07-25,5,"Five Stars   Yup"
30431,"Pandora",2016-06-06,5,"Great   Easy to download and easy to play. Hours of fun!"
30437,"Pandora",2014-04-14,4,"Suprisingly Amazing   Pandora gives you control of your music. By simply liking, disliking or skipping songs played on your radio station, Pandora deciders the type of music you're looking for.It has a sleep timer from 15 min. up to an hour, which is great when you like falling to sleep with music without wearing down the battery on your device.I've found that there are fewer and shorter ads on the mobile app than the website online.One place for improvement; simplify the ability to use the alarm clock feature. I can't seem to get it to turn on without having to unlock the kindle first, which defeats the purpose of an alarm clock if you have to be awake for it to go off...Everything else is fantastic."
30442,"Pandora",2016-11-29,5,"Five Stars   One of my favorite apps"
30445,"Pandora",2016-03-01,4,"Wonderful music anytime.   Great music anytime, any genre. I listen on my phone when I work out."
30452,"Pandora",2016-09-22,5,"Great   I liked all the choices"
30453,"Pandora",2015-11-05,5,"Five Stars   I love it! With this app I can enjoy my favorite ""oldies"" and learn some new favorites."
30454,"Pandora",2013-08-08,3,"commercials and crashing   I like Pandora for the free music and all but there are to many commercials and when it plays it the commercials take FOREVER, and when there are alot of commercials the app crashes sometimes, so please stop doing so much commercials and do an update to stop the crashing"
30456,"Pandora",2013-09-21,4,"Easy to use.   I was surprised at how easy it is to use; though I dislike these reviews due to need for too many words. I will continue to explore the benefits and offerings.  I was slightly disappointed that a few of my favorite artists/songs were not available."
30457,"Pandora",2015-07-24,5,"awsome   this is Joel and I want to say that I can listen to anything on Pandora radio it just needs to not limit your dislikes"
30460,"Pandora",2016-12-24,5,"Works great   Good music app."
30462,"Pandora",2016-10-13,4,"Four Stars   Always on point !!"
30465,"Pandora",2013-06-20,5,"great for music lovers   If you like music you will love pandora.  We have used it with a DVD player and now on the new Kindle Fire 32 gb She has not put it down in a month I thought I would get to play around with it myself after a week or two but it looks like I will have to buy my own."
30466,"Pandora",2016-02-28,5,"... on my kindle can go anywhere and listen to good country music   have it on my kindle can go anywhere and listen to good country music"
30470,"Pandora",2017-06-29,5,"I love it! But I'm confused   I love this app so much! But I'm confused, somehow I got Pandora Premium without paying for it?? I haven't been on the app for a week and I come back to have Pandora Premium. I didn't buy Premium prior to this and I'm not sure what's going on"
30473,"Pandora",2014-05-15,3,"too modern   Am more interested in classical and ethnic.you have a lot of modern progressive....we old timers require varirty.....bluegrass,banjo,rhythm and blues,opera,new age,and many others...broaden the landscape!"
30474,"Pandora",2015-10-21,5,"Love Pandora   I love the playlists that they help me create. I can listen to Pandora for hours on a daily basis."
30480,"Pandora",2016-04-14,5,"GET THIS APP😍😍😍   This app is amazing listen to whatever music you choose🎶🎵"
30481,"Pandora",2016-08-24,5,"Five Stars   How can you not love Pandora?"
30483,"Pandora",2016-10-11,5,"Five Stars   I love my pandora!"
30484,"Pandora",2016-03-29,5,"Five Stars   I love Pandora, it gives me a variety of music to choose from."
30488,"Pandora",2017-01-07,3,"Three Stars   ok"
30494,"Pandora",2014-11-12,5,"Absolutely love it!!   I just love this app! I grew up in the 80's, and listening to so many songs from that decade brings back so many memories! I'd definitely recommend everyone to get it!!"
30496,"Pandora",2015-05-14,3,"I don't like that you can't find and play one song   I don't like that you can't find and play one song. Also all the adds can become annoying when your trying to jam out to some music."
30500,"Pandora",2016-06-09,4,"Four Stars   Could play more of selected artists material v"
30502,"Pandora",2016-06-04,5,"Love this app.   Great being able to hear just the music I like."
30506,"Pandora",2014-09-01,1,"timed out   I have been using this app for a few months now and for the last four days it will not let me in to the site to play my music. I have tried to redo w unload it and that does not work"
30508,"Pandora",2016-08-18,3,"Three Stars   Freezing and constantly loads."
30510,"Pandora",2016-09-26,5,"Five Stars   Place to be for music"
30512,"Pandora",2014-06-20,5,"great music source.   I truly enjoy this as the variety of music is huge, and it is very easy to navigate. Great for listening when reading, or just when I want to just have some music of different venues to listen to."
30514,"Pandora",2016-11-30,1,"One Star   erased"
30515,"Pandora",2014-10-05,5,"#1   My opinion for this app is that it is awesomely awesome.So,therefore it is the #1radio station app dododododododododododododododododododododododododododo that's all I can hear"
30523,"Pandora",2015-05-25,4,"Great app for listening to music   Great app for listening to music...just a bit annoying with the commercials but that's what you have to deal with when it's free."
30525,"Pandora",2015-04-12,4,"Love my Pandora   I love having Pandora on my phone playing music of my choice.  What a great thing.  I can't wait to buy an external speaker to play it on."
30526,"Pandora",2016-10-07,5,"Fortunate to have it on my kindle   Awesome!!!!! Every song is great!"
30529,"Pandora",2016-07-16,5,"It's Great!   love the create your channel feature!"
30531,"Pandora",2016-01-31,5,"Five Stars   great station selection and connectivity to other devices like Muzo player"
30532,"Pandora",2016-12-24,5,"Five Stars   a"
30534,"Pandora",2016-07-15,5,"Five Stars   Love the way they match the artist's."
30536,"Pandora",2016-09-06,5,"Fantastic!   excellent music selection"
30539,"Pandora",2016-09-06,5,"Five Stars   great station for device."
30551,"Pandora",2013-03-03,5,"Must Have   So glad this is an app on my Kindle. Transferring all my information from my computer, I can listen to the music I choose even when I'm not home. (kind of a bummer they need advertisements now and then, but I'll forgive them for the hours of pleasure the music gives in return :-)"
30552,"Pandora",2016-04-01,5,"Great.   Listen to Pandora on phone, computer and Kindle.Great."
30557,"Pandora",2016-04-25,5,"Outstanding music   Got all the music you could ever want and a great price"
30560,"Pandora",2016-03-25,3,"Works sometimes, very buggy and endless updating   Seems to get buggy a lot, there's updates like every few weeks and probly 60% of the time I try to start it, it just goes to a black screen and my phone asks ""this app is not responding, do you want to close it or wait?""  When it works it's great, but sometimes I'd rather just go to youtube"
30561,"Pandora",2015-07-09,4,"I find the music selections much like iheart. I enjoy having both because I have ...   I find the music selections much like iheart.  I enjoy having both because I have a choice of which radio to listen to."
30566,"Pandora",2016-07-21,5,"Five Stars   I like Pandora.  I listen everyday."
30578,"Pandora",2016-01-16,4,"Whoa   Awesome app but you don't get to choose your music so yeah. Love it 💚💚💚💚"
30581,"Pandora",2014-05-16,5,"GREAT APP I LOVE IT   Love this app. Its great music. The only bad thing about it is the ads, they only play like one ad every like 4 songs (more or less). So if u want free music then I recommend you definetly get this app"
30582,"Pandora",2016-12-18,5,"Five Stars   Excellent"
30586,"Pandora",2014-10-10,5,"The Pandora's Box I'm Glad I Opened   I love Pandora...the music variety is something you could never find on a radio.  I have Sirrius on my DISH but prefer Pandora hands down.  The app works great on my phone."
30587,"Pandora",2016-02-14,5,"family favorite   My family already Love's it! My sister, Mom, and dad already have it!"
30594,"Pandora",2016-07-16,5,"💟🎉💟   My personal music library! Love it!"
30595,"Pandora",2014-01-05,4,"music   I love to listen to music and this is perfect for on the go or sitting in an office and you don't want to listen to what they are playing pop in one one headphone and listen to the music and you can still listen to be called."
30596,"Pandora",2014-12-01,5,"i love music   i like a lot a music i heard a lot of songs and comedies. someone go to search and type in ""starship troopers"" and u get asian comedian there helarious"
30599,"Pandora",2016-11-15,3,"Three Stars   not bad"
30608,"Pandora",2016-04-18,4,"Four Stars   It works and that's what's important.. and it was free."
30621,"Pandora",2015-02-11,5,"best music app ever   This is a great music app. I have it on my kindle and my phone. The only thing that bothers me is the ads but they're not that long. I love it! :D"
30622,"Pandora",2016-04-29,1,"One Star   Can't get the song you want, its easier to you tube!"
30624,"Pandora",2015-02-09,4,"Four Stars   Just what the Doctor ordered  Great item  and service"
30627,"Pandora",2016-07-26,5,"Love this app   Love the music that Pandora has."
30629,"Pandora",2015-07-09,5,"love Chris Brown   I love his music and this app whatever I am on it is still go play and it doesn't freezes up love it plz by it ok bye"
30633,"Pandora",2014-02-02,4,"Works great on my Coby tablet   I love the music and would rate this five stars except for the fact that often the songs are not the original version.Being able to skip songs and indicate the ones you like are some of the reasons I like Pandora."
30634,"Pandora",2016-03-12,5,"litterally best app evr   Just like I said in the title.. Best app ever.. Get it.. Nowww"
30639,"Pandora",2013-11-17,5,"Always discovering new talent   Love the variety and always am amazed at the incredible array of talent I hadn't been aware of.  While I get to listen to music I know already love, it's even greater to learn about other talented musicians, singers, and songwriters."
30640,"Pandora",2016-06-16,5,"Same great product.   Works great like on all my other devices."
30650,"Pandora",2016-03-29,5,"Five Stars   Great to hear my favorite tunes from the past. Easy to use"
30655,"Pandora",2013-11-20,3,"new   Overall I love Pandora but, the new update is not great...the sleep timer is gone and its hard to navigate. Plus it now looks just weird, you can no longer just se the album cover...which is a small detail but still really annoys me"
30657,"Pandora",2015-05-04,5,"Great app   I really like using Pandora. I can listen to all the kinds of music I like without commercials.  It's really good for use at work."
30665,"Pandora",2014-10-11,5,"absolutely the best   This is the best personalized radio station. I just wish I didn't need Internet to use it everywhere. Absolutely the best no dough about it, go ahead try it for yourself."
