"","Product","Date","Stars","Review"
"49774","Spotify",2017-03-20,5,"Excelent Excelent application"
"49776","Spotify",2017-03-24,5,"AWESOMENESS LOVE THE AWESOME APP"
"49779","Spotify",2015-09-29,5,"most amazing This is best for kindle because there is no iTunes and this is the best music and it is so clear to hear I totally recommend this app for kindle users"
"49783","Spotify",2015-11-29,5,"Terrific It does not glitch or stop working on you and I love how it is so easy to sign in or make an account, it is my personal favorite music app."
"49785","Spotify",2016-08-02,4,"Great app I love this app but I can not always find the songs I want, but otherwise amazing!"
"49787","Spotify",2016-08-15,4,"nice free app For the free side, only bad thing is the lack of only online use and the ads."
"49789","Spotify",2016-04-17,5,"I love it I like it so much better than Pandora and other apps."
"49790","Spotify",2016-02-19,5,"longtime streamer I have used all the streaming music services most do not get used they get deleted. Still jamming out my Spotify Pro."
"49792","Spotify",2016-01-28,4,"So far so good. It took a while but learn to navigate this app but so far I am satisfied with the ability to access the music I appreciate."
"49795","Spotify",2015-09-09,5,"Love it! I love Spotify! When I listen to music, I go to Spotify. It has a lot of different genres of music and you can find about any song. One of my fav apps! :D"
"49799","Spotify",2016-01-09,5,"NikkiLove I love this app, I use it every day. It has a lot variety of music to choose from, have recommended to friends and co-workers."
"49800","Spotify",2016-05-17,3,"I could not log in the first time I opened the ... I could not log in the first time I opened the app on my kindle so we will see how consistent it is."
"49802","Spotify",2017-05-25,5,"Pretty good! Best music app out there. Period."
"49804","Spotify",2017-09-26,3,"Three Stars I am still trying to figure it out"
"49805","Spotify",2017-04-27,5,"Amazing Amazing, really good with premium"
"49810","Spotify",2017-09-17,5,"Five Stars Quick comm, no lags"
"49814","Spotify",2016-06-20,5,"Love Spotify! Spotify is my go to music place. I can find any type of music and any artist. Love Spotify!"
"49822","Spotify",2016-07-07,4,"The ads I love Spotify except the ads and I can not get premium, but other than that, its great"
"49823","Spotify",2016-06-06,5,"Five Stars I love this app! It has pretty much every song you can think of..minus a few exceptions..lol"
"49826","Spotify",2016-01-15,5,"Nice Love the ability to download and listen as I travel. Obscure songs from 60s, 70s, and 80s. Trucking songs , country, etc..."
"49827","Spotify",2014-09-06,5,"Not A Single Negative I have wasted so much time downloading music/mp3 downloaders that it is unreal. Once I found Spotify I was able to immediately start using the app and I now use the app daily.....it is quick, simple, and has a lot of great features! !"
"49829","Spotify",2016-08-10,5,"Awesome Best Music Streaming App Period There Is Absolutely No Need For Any Other App"
"49831","Spotify",2016-02-09,4,"This is a great music app-- the only thing i wish is that ... This is a great music app-- the only thing i wish is that you could upload your own music that this site does not have"
"49832","Spotify",2015-02-17,2,"Battery killer I love spotify the service, wish I could access all tracks some tracks are not released in US. This app however is a major battery killer on my BlackBerry Passport."
"49834","Spotify",2015-09-26,2,"I hate the update If you want to listen free you can but it does not let you click a song and atomically plays. You have to go to the whole album just to hear one song."
"49835","Spotify",2016-04-21,5,"Awesome App This app is so awesome!!! I love it!!! I highly recommend it if music is your escape, it is my escape!!"
"49836","Spotify",2016-06-21,5,"Best App Ever! This app is great for getting music that you like it has a variety of choices it is great"
"49841","Spotify",2017-03-04,5,"Smiles Added much life to this life ..."
"49845","Spotify",2017-01-12,3,"Ok Love Spotify but on a Kindle... LOTS of issues"
"49852","Spotify",2014-12-22,5,"why wont it let me instal spotify on my kindle fire? I downloaded spotify before and now its waisting my space everytime I try to download it. please tell me once you get this fixed so I can enjoy your great appsend email too:Abaladol at Aol.com"
"49854","Spotify",2016-08-11,5,"... my fav music on here so esay and so fun for dance I have all my fav music on hereso esay and so fun for dance offs"
"49860","Spotify",2016-05-15,5,"number AWESOME Ok, so I got Spotify like yesterday and... I LOVE IT!!!! I recommend this app to SO many people."
"49861","Spotify",2016-06-23,5,"amazing Amazing let us u listen to all the music you want. Has all the music u want to listen to"
"49869","Spotify",2014-08-01,5,"spotify This app is so cool. I love how you can pick your music and create your own custom play list . If you do not have this app you should get it . The music is also free you do not have to buy anything. It is better than the Iheart radio app."
"49871","Spotify",2015-05-12,5,"One of the best! Better than Pandora For the first month, it gives you spotlight premium for free. Where you can download music offline, better quality, and no ads. I would definitely pay dollar 10 every month for premium"
"49872","Spotify",2015-07-03,5,"oh my gosh its awesome Spotify is almost everything I was looking for all the music I like I can listen to on spotify but I need wifi for it still awesome just cant listen to it on roadtrips"
"49874","Spotify",2014-09-13,5,"Totally In Love This App Is Totally Perfect. You Have All Your Favourite Music Right Here And it is So Awesome. You Can Create Playlists For Certain Times Like A Work Out, Or Just Some Of The Favs. Excellent App! it is Totally Worth The Download"
"49876","Spotify",2015-01-29,5,"Love My Subscription. great service across all devices I have spotify on my phone computer and kindle. For dollar 10/mo I have the ability to expose myself to such an astounding variety of music, I am never bored. Plus, I have my party playlists anywhere I go!"
"49882","Spotify",2017-01-05,5,"Love!! Love Spotify have any and all kinds of music."
"49883","Spotify",2017-01-31,5,"Love the variety I like that there are not alot of commercials"
"49890","Spotify",2017-01-19,5,"spot on Hugo! Love the premium functions. My music my time!"
"49891","Spotify",2016-01-12,5,"Love It!!!! I think this is a great all-around app, although its really easy to hide what you listen to. Only bad thing about this app."
"49895","Spotify",2015-08-06,5,"L-O-V-E it So far this is the best music app EVER and I will give you 3 reasons why1 it lets you search any music2 music is free3 're-read no.1"
"49896","Spotify",2016-01-29,5,"Awesome music app Excellent playlist variety. I highly recommend the jazz playlists. I am discovering great artists I never knew existed."
"49898","Spotify",2015-11-24,5,"Spotify...Testify... I am totally impressed with the music, the artists, the genres and it is great during my workouts at the gym...better than I expected."
"49902","Spotify",2015-11-10,3,"it is really annoying. too many ads. and those ads is not interesting. please play some interesting ads. and not always play the same one, it is really annoying."
"49903","Spotify",2015-09-22,5,"sporting is awesome! This app is awesome! It not only plays music that you pick it plays it even if your not in the app, I haven't found a music app as good as this one!"
"49906","Spotify",2016-01-10,5,"Love this app Dope music. No other words needed. Great quality and variety. Pay for the premium. The ads distract from a perfect product."
"49913","Spotify",2017-09-23,5,"Easy to use Great my 10 year old loves it."
"49920","Spotify",2015-12-04,5,"Spotify my life! Enjoying so far. Got the laptop and the Dknight speaker to enjoy the variety music selections from Spotify. Thanks for the music!"
"49927","Spotify",2017-05-29,5,"Five Stars Great music app!"
"49931","Spotify",2016-07-03,5,"sucks my nuts😁😁😁 No Im just kidding best music app ever you are allowed too have a 30 day free trial"
"49934","Spotify",2016-03-26,5,"spotlight is amazing The music is amazing I really think you should get this game music app whatever you want to call it"
"49936","Spotify",2016-06-19,5,"Best App Ever!!!!! Amazing app u should get it!!!!!! I love that you can create your own playlists!!!!!!!"
"49937","Spotify",2016-11-14,5,"great quality This app works very well and the same as on a phone."
"49941","Spotify",2015-09-13,5,"great I love it I use it when I run when I fall asleep or just when I am bored and it has always worked great have not had one problem with this awesome app"
"49942","Spotify",2014-10-27,5,"Amazing!! I go to school everyday having to listen to v the same songs over and over because I do not have WiFi but with spotify I can choose the songs I wanna listen to and I do not need WiFi need listen to them like on Pandora"
"49943","Spotify",2016-03-29,4,"Review of Spotify Good service fair monthly price, but some artists refuse to stream with Spotify so limited as to choice."
"49944","Spotify",2016-06-05,5,"Cheap, easy, and awesome Awesome way to listen to your favorite songs and perfect for long road trips. LOVE IT! 😀"
"49945","Spotify",2016-02-27,5,"Great app Pros: has a lot of different types of music and is freeCons: missing several artist and adds are annoying"
"49957","Spotify",2017-05-24,5,"Five Stars All the music all the time!!!"
"49962","Spotify",2017-06-30,5,"Love! I love the app!"
"49967","Spotify",2015-03-05,4,"its great but... I do not like that I can not play which song I wanna here it is just random and I only get like 7 skips a day ... so it is good if you like a entire album and no one wants to pay for premium..."
"49969","Spotify",2015-10-02,5,"number 1 Music App Been a user for about a year and all I can say is it is absolutely stellar! Spotify understands me, every week the Discover playlist is a keeper."
"49980","Spotify",2016-11-17,5,"Love Spotify. My youngest who is 4 even loves ... Love Spotify. My youngest who is 4 even loves it."
"49984","Spotify",2016-07-13,5,"awesome This app is great I have found so many new bands and types of music its amazing"
"49985","Spotify",2016-10-30,5,"cool This is a cool app I love this app people will love It"
"49988","Spotify",2015-09-11,3,"Really read!!! Omg so it is a good app but the new updated version absolutely sucks!!you can not play what you want please fix this sucks!!So dealeating unless fixed"
"49992","Spotify",2017-07-05,5,"I love it because all of my favorite songs are on there Needs to take out the curses"
"49993","Spotify",2017-03-05,5,"Loooove it By far my favorite music app"
"49994","Spotify",2017-04-22,5,"Great app. Very happy to have this app."
"49995","Spotify",2017-04-15,4,"Awsome songs Bas old Scholl and new mixes"
"49996","Spotify",2015-11-07,5,"Great App! App is great. My wife and I share a subscription and both have the app. we have never had any issues with it and it is very user friendly."
"49997","Spotify",2017-02-09,5,"Best music service around Great music service all the oldies I love."
"50000","Spotify",2017-01-03,5,"Five Stars Great service for free. Works really well."
"50004","Spotify",2017-01-23,5,"Five Stars Spotify is absolutely the best hands down."
"50005","Spotify",2017-01-30,5,"Spotify Love Spotify! Music I love when I want it."
"50006","Spotify",2017-01-11,4,"good very few ads compared to other music apps."
"50010","Spotify",2017-11-07,5,"littie Coooooooooolio"
"50012","Spotify",2015-09-23,5,"love it, but... The app can be slow and unresponsive however, there is always great music and not all the stuff that is on the radio either. Love love love it!!!!"
"50014","Spotify",2016-02-19,5,"best selection I like listening playlist that were already created or you can create your own playlist as well. Best music app"
"50017","Spotify",2016-12-04,5,"Five Stars Like Spotify!! Listen to it all day at work!!"
"50018","Spotify",2016-02-09,5,"Ever since I signed up for Spotify I do not listen ... Ever since I signed up for Spotify I do not listen to music any other way. I do not know what I would do without it"
"50025","Spotify",2015-11-26,5,"wow This spotify app was so awesome you would not even believe it. It has all the songs you could ever think of and it is totally free"
"50027","Spotify",2016-11-03,5,"AWESOMENESS So cool I love it everyone should get it!!!!!!!!!!💖"
"50028","Spotify",2016-12-07,5,"Awesome! Love it! has my music . . . great selection!"
"50030","Spotify",2016-03-27,5,"Tune it up. .. Best music App. Not a better one out there! Been a member for 2 years. Keep getting better and better."
"50034","Spotify",2017-09-18,5,"Review One of the best apps I have ever downloaded"
"50046","Spotify",2015-11-11,5,"Workout Absolutely amazing and its really good if you need something to play your music while having unlimited options when you are at the gym"
"50047","Spotify",2016-03-22,5,"I love spotify I love spotify....it is so much better than Pandora............the best music player I have ever used!!!!!"
"50062","Spotify",2015-08-17,5,"I love it, especially since my daughter told me how ... I love it, especially since my daughter told me how to hook up my speakers and a charger to my Kindle Fire so I can listen to it in the dining room too."
"50065","Spotify",2016-09-13,5,"Spotify Rocks I listen to it while I am studying. I love the playlist feature."
"50069","Spotify",2016-08-26,5,"Solid App Pretty flawless functionality. I personally prefer it over Pandora."
"50074","Spotify",2016-06-12,5,"AWESOME This app is awesome it has to every type of music. If you love music get this app!!!"
"50077","Spotify",2016-03-09,5,"GREAT!!!!!!!!!!!! A great music tv and more app and for a really good price too i say get it now go on and you will love it"
"50092","Spotify",2016-01-11,5,"kindle 8 works great. Works great on my kindle 8. I listen to music and read simultaneously. No crashes/bugs after 2 weeks of use. 5 stars."
"50094","Spotify",2014-11-29,5,"awesome!!!!!!!! This is by far the best music program i have ever used. It is easy and has just about anything you want..and if you do not mind listening to short commercials..which i do not it is free..highly recommend..."
"50095","Spotify",2016-08-19,5,"... long enough to rate it but so far so good. Haven't been with Spotify long enough to rate it but so far so good."
"50101","Spotify",2015-06-22,5,"Best music app. I love this app. I used to like and use Pandora but this is so much better. The discover feature is great, I have found more music that I have come to like, great app."
"50103","Spotify",2016-11-04,5,"Great app Love Spotify. Been using for a few years now. 😊💖"
"50113","Spotify",2017-08-21,5,"I like it a lot 5 stars, I like it a lot."
"50115","Spotify",2017-06-02,5,"Best app Great app.....enough said"
"50117","Spotify",2014-09-28,5,"RIGHT ON!! My Grandson turned me on to Spotify - what a great idea - I love it! I am 73 yrs old and love all kinds of music so this is perfect. It really is an outstanding app. Give it a try no matter what your age or tastes are!"
"50118","Spotify",2017-01-09,5,"Enjoy this app Easy to use. Great music compilations."
"50119","Spotify",2017-01-09,5,"Amazing! Great app for music if you have premium"
"50120","Spotify",2017-02-04,5,"Perfect! Great music app, ill continue using. :"
"50123","Spotify",2016-11-02,5,"John Mayer Fan John Mayer all the time. Five stars just for that"
"50125","Spotify",2016-07-07,5,"love This app is cooll I can skip as much as I can love it can listen to any music"
"50126","Spotify",2015-04-29,5,"Cool app I was glad they finally ironed out the mobile app and made it useful for free clients.I have found lots of new artists and bought a lot of CDs based on Spotify content!"
"50129","Spotify",2016-07-29,5,"amazing Love it!!!!! Especially when I want a specific artist or a specific song"
"50133","Spotify",2016-12-06,5,"Better than Napster Has all of my favorite Nickelback songs!!!"
"50139","Spotify",2016-02-10,3,"Needs a more user friendly way to navigate. Confusing to figure out, I am not alone in this as several friends had so many problems they deleted the app."
"50148","Spotify",2016-11-25,5,"Must get! Every kind of music and no glitches. Get it!"
"50150","Spotify",2016-04-25,5,"Best free music app All Free tracks as long as you have internet access.Best deal - no need to paid monthly"
"50159","Spotify",2017-01-30,5,"Love it! One of my best apps! Highly recommend!"
"50160","Spotify",2016-07-12,4,"Excellent Selections Excellent selections to choose from. Many oldies to counter rap or hip hop"
"50163","Spotify",2017-06-17,5,"Spotify!!! Fabulous!I"
"50166","Spotify",2016-08-02,5,"Great Music! All genres of music you will find here. Great Music, you will love it!"
"50170","Spotify",2016-12-04,4,"Four Stars it is got a good beat. I can dance to it."
"50174","Spotify",2016-12-04,5,"number litwithgrandma This app is so lit that my mother got it."
"50182","Spotify",2015-06-20,5,"My review I absolutely love spotify! I do believe that spotify premium should only be dollar 00.69. But that is okay because its your business and love the way you are running it!"
"50188","Spotify",2017-11-06,5,"Works perfect for fire. Works perfect for fire."
"50191","Spotify",2017-05-09,5,"Ysy Buy it. Got DAT !musica"
"50192","Spotify",2017-03-04,5,"Good stuff right chere. Good stuff right chere."
"50195","Spotify",2016-12-22,5,"Good It is very useful I use it every time"
"50202","Spotify",2016-02-01,5,"DA BEST!!! Listening to E-40 Wasted!!!"
"50206","Spotify",2016-12-06,5,"Love Spotify I use Spotify all the time, and love it."
"50210","Spotify",2015-12-14,5,"Fun way to listen. It meets all the requirements. User friendly, diverse, convenient and usable on all my devices. Better than similar apps."
"50215","Spotify",2016-07-31,5,"Great music app Have this app on phone. Downloaded to kindle. Great app works great"
"50217","Spotify",2016-10-25,5,"butt Buy it people💸💸💸💸💸💸💸💸😊😀😁😂😃😄😅😆😇😉"
"50218","Spotify",2016-09-03,5,"Great music on the go Great app. The dollar 10/month for premium is the best dollar 10 I spend!"
"50222","Spotify",2016-07-16,5,"Great! I love listening to music and this is perfect for me I really love it!!!"
"50225","Spotify",2017-06-14,5,"Fantastic I just really love it."
"50230","Spotify",2017-01-11,2,"Bad app Always pauses or kicks me out of app"
"50233","Spotify",2017-07-26,5,"Simply dollar spotless dollar 😇 channel Why go anyplace,any day but Spotify?"
"50239","Spotify",2017-01-09,5,"Really good and free music Music ie really good and mostly free"
"50242","Spotify",2017-08-23,5,"The The best"
"50245","Spotify",2015-03-03,5,"great app I used to pay google music, 9.99€ a month, but this is almost as good and it is free!! So, I recommend this so rather than pay for a subscription!! You will not be disappointed,"
"50246","Spotify",2016-02-15,5,"it is amazing there is no ads, you can listen to it without WiFi, I absolutely love it!!I would highly recommend it"
"50260","Spotify",2016-07-26,5,"love it! Hearing so many different artist I have never heard before ...love it!!"
"50265","Spotify",2016-05-08,5,"better than pandora i think search bar where you can search and it will actually play that song for you"
"50268","Spotify",2016-06-21,4,"Sopify music I downloaded this for work so I could listen to my favorite tunes. I love it."
"50272","Spotify",2017-06-15,4,"Four Stars Great music I love it"
"50274","Spotify",2017-08-01,5,"Five Stars My favorite music app"
"50276","Spotify",2017-03-12,5,"AWESOME Everything is goooddd"
"50277","Spotify",2017-05-24,5,"Awesome dude WowAwesome dude"
"50284","Spotify",2017-07-15,5,"Just a lot of adds but it is awesome Just a lot of adds but it is awesome"
"50296","Spotify",2015-01-10,5,"love it! So much better than buying all the songs on iTunes and since I do not download then, it takes up less space on my device while still having so many songs to listen to and choose from. Love it!"
"50300","Spotify",2016-05-06,5,"number 1 This is a great app. I really enjoy classical music and I am thrilled with the variety."
"50305","Spotify",2014-09-29,5,"WOW! Enjoyable Music Channel At No Cost. I love playing the music of my youth 50-70's. All free if you do not mind the commercials. There is also a subscribed version which eliminates commercials and allows you to download music free. Highly Recommend."
"50306","Spotify",2015-09-17,5,"The music app to have I have been using spotify for a few years and it has never let me down. I can find most songs I want and I am always updated about new songs"
"50308","Spotify",2014-08-21,5,"finally a music app that has all my favorite songs I just found this app I have spent hours looking for some going from one site to another and not being able to find what I want but just fine minus and I have got all the songs I was looking for this app rocks thanks spotify"
"50309","Spotify",2016-09-22,5,"Amazing Amazing and I recommend it to anyone!!😀😀"
"50313","Spotify",2016-02-04,5,"I absolutely love country music I absolutely love country music! can not get enough of it. So having my own choice of music is perfect for me"
"50315","Spotify",2016-09-22,5,"So far I have no comments. Everything is going ... So far I have no comments. Everything is going well!!!"
"50316","Spotify",2016-06-22,5,"love it. I love that it has minimal ads, it is easy to use, and just awesome. LOVE IT."
"50319","Spotify",2015-12-17,5,"Beyond Awesome Best way to find bands and best music app ever created. Spotify will always be my number one place to listen to music."
"50322","Spotify",2014-10-02,5,"love this app I downloaded spotlight in recommendation of a friend...due to my complaining of Pandora their ideas of music I and number 34;might like and number 34; are waaaay off! Absolutely love that I can listen to what I want to!!!"
"50332","Spotify",2017-02-08,5,"This is nice. I do not have anything else to say."
"50345","Spotify",2016-06-28,5,"Five Stars Very good. Has all types of music. I enjoy music I haven't heard in years."
"50346","Spotify",2016-08-02,5,"love it Awesome for music love it you should get this app totally worth it"
"50348","Spotify",2015-09-17,5,"Wow This is the perfect thing for listening to a variety of songs from a band or if you get premium for dollar 10 a month you can listen to any song"
"50349","Spotify",2016-09-27,5,"Love It Love it very useful and has a great variety of music!"
"50353","Spotify",2014-11-21,5,"Love it . I absolutely love it. I can endlessly listen Czech music, Christmas songs, American music , you name it. You found songs you listen when you were 15 years old. I have my addiction. Try it it is free."
"50358","Spotify",2016-01-26,4,"can not play whatever song it is pretty good but u can not just tap and song will come on only when a 14-7 free trial so it is pretty good"
"50363","Spotify",2016-12-16,5,"Five Stars the only music i need on my phone."
"50367","Spotify",2016-12-03,5,"Five Stars I just love this app. it works great."
"50372","Spotify",2017-08-28,5,"Awesome! Music lovers dream!"
"50377","Spotify",2017-05-20,5,"Five Stars Love using them all"
"50382","Spotify",2017-01-12,5,"Extreme Quality Best music app out there. Period."
"50383","Spotify",2017-01-17,5,"Five Stars FREAKING AMAZING!!!!!LOVE IT!!!!!"
"50385","Spotify",2016-12-31,5,"WHHHHAAATTTTT!!!!! LOVE IT THE I CHOICE I MADE TODAY"
"50386","Spotify",2017-01-11,5,"love it love it have it playing everyday."
"50387","Spotify",2017-02-02,4,"Pretty good. Would recommend it Pretty good. Would recommend it."
"50388","Spotify",2015-12-24,5,"Must have Amazing I can find all my fav artists on here besides T.SwiftJust, complete perfection, a must have. 🙌🙌🙌"
"50389","Spotify",2016-12-27,5,"Five Stars Singing and dancing ....loving it"
"50395","Spotify",2015-10-27,5,"I started using spotify on the computer and now I ... I started using spotify on the computer and now I have it of all of my devices. I would reccomend it to anyone that loves music."
"50396","Spotify",2015-10-09,5,"I like being able to send a relative in France a ... I have learned about so much new music through Spotify. I like being able to send a relative in France a song, or an album I like too."
"50397","Spotify",2017-10-06,5,"Good I love it and its cool"
"50418","Spotify",2016-10-11,5,"Highly Recommended This Spotisfy app is great! Totally recommended!"
"50422","Spotify",2014-08-27,5,"AWESOME!!! I love this app so much. All the other music apps I tried it would let me download a song but the next day it was gone!!! I love this app because it does not do that. You should get this app. You will not regret it!!!"
"50425","Spotify",2017-03-09,5,"Paradise Greatest music app"
"50430","Spotify",2017-09-05,5,"Five Stars excellent music when you want it"
"50432","Spotify",2017-07-24,4,"Daily use It works well,I use it every day"
"50437","Spotify",2016-12-29,3,"Three Stars Improve musical artists catalogs"
"50441","Spotify",2017-09-22,5,"Five Stars Good"
"50442","Spotify",2017-09-07,3,"Three Stars Slow"
"50444","Spotify",2017-07-18,5,"Yassss 👍🏻"
"50452","Spotify",2016-12-13,5,"Five Stars Great selection, easy to operate."
"50457","Spotify",2015-12-07,5,"Five Stars Love this app! My radio in My car went out so music on My Galaxy 5 has saved me!"
"50458","Spotify",2016-08-25,4,"Four Stars You can hear all the good music you like. This is so cool!"
"50460","Spotify",2016-07-03,5,"Perfect Playlists Love this app! Just started using suggested playlists, and they are fantastic."
"50461","Spotify",2017-10-08,5,"Amazing AmazingHelpful"
"50465","Spotify",2017-03-12,5,"The best It is really good"
"50467","Spotify",2017-06-04,5,"Great I love it a lot💖"
"50472","Spotify",2017-02-06,4,"Excellent. Use this app daily Excellent. Use this app daily."
"50474","Spotify",2017-02-01,5,"Budget king Oneeconomical masterpiece"
"50483","Spotify",2016-06-06,5,"I tell everyone about Spotify Spotify is a great way to access a huge library of music! I use it everyday."
"50488","Spotify",2016-03-20,5,"love it! Its even easier to use this app on my kindle than on my iPhone. I love it and I love Spotify!"
"50496","Spotify",2016-03-19,5,"amazing Awesome it works so well I wish you did not have to pay for premium content but still amazing"
"50498","Spotify",2014-08-13,4,"Lots of minor problems I hate that I have to play the playlist and can not choose what song I want. I also hate that I can not rewind the current song, play the song again, or go back to a previous song. The iPad app is much more user-friendly."
"50501","Spotify",2016-05-17,5,"The best music station😊😊😊😊😊😊😊😁😁😁😁 Spotify is awesome I can listen to any song. I only want it offline with out 4g."
"50502","Spotify",2015-01-25,5,"fantastic app I love this app. When I do homework I have to tune out the world around me without getting g distracted by my music. The focus music category is my hero. I have music for every mood happy"
"50503","Spotify",2016-01-12,5,"great app Best music app so far."
"50513","Spotify",2015-10-23,2,"virous 23 October 2015 There is a virous rn on this music app. I do not know what it is, but it is not only me with the virous, spotify needs to fix it"
"50520","Spotify",2017-06-14,5,"Wow this is amazing This ois amazing"
"50523","Spotify",2017-01-14,5,"by Josh.m I love it at Awesome and legit"
"50525","Spotify",2017-01-14,5,"Spotify Rocks Any song, anytime, anywhere!!!"
"50526","Spotify",2017-01-19,4,"Four Stars Great application, works great"
"50529","Spotify",2016-03-04,5,"Goldmine I have come across very few songs I can not get, probably because of the artist's choice to opt out."
"50531","Spotify",2016-09-02,5,"Five Stars Amazon is truly awesome! We love it and it is products !"
"50532","Spotify",2017-09-26,5,"Five Stars 😍"
"50533","Spotify",2015-10-18,4,"Great service, I enjoy that vast selection of music from spotify, my only gripe is that some music sounds a but better on different services."
"50535","Spotify",2014-10-23,5,"Better than Pandora On spotify you can create a playlist out of certain songs and then you hit shuffle and it only plays that songs my only flaw is that unlike Pandora you do not have a alarm. Clock on it but i recommend it"
"50539","Spotify",2016-02-01,5,"... for a few days but so far it is been great! Easy to find the music that i like ... Only had for a few days but so far it is been great! Easy to find the music that i like and easy to use!"
"50542","Spotify",2016-02-05,5,"Five stars from me. I like Spotify because it only plays music by the artist you choose. Not but people in the same genre."
"50546","Spotify",2016-06-04,5,"Five Stars Yes it is awesome love it.Easy to find a create.Good job people"
"50547","Spotify",2015-12-30,4,"close to my favorite app yet The shuffle plays the same songs almost everytime I listen. Queue update is great! Definitely would recommend!"
"50548","Spotify",2016-10-31,5,"Great choice of music Surprising quality of sound. Easy to use."
"50549","Spotify",2015-03-07,5,"loved it It was amazing. You can search anything you want without paying a penny. I would buy this app if it was 20 dollar that is just my opinion and I suggest that you get this awesome app"
"50554","Spotify",2016-10-16,4,"Four Stars Really cool application to enjoy good music!"
"50555","Spotify",2016-06-24,5,"Has a lot of the music I like. Wish it was free like Iheart and Pandora Has a lot of the music I like. Wish it was free like Iheart and Pandora"
"50559","Spotify",2017-10-02,5,"Five Stars Excellent app!!"
"50561","Spotify",2017-03-09,5,"beautiful love it amazing"
"50562","Spotify",2014-09-14,4,"nice and intuitive interface Practical way to follow your prefered artists and listen to their music, nice and intuitive interface.A pitty the commercials could not be avoided.It also lacks of many great artists as Tool."
"50564","Spotify",2017-01-23,5,"Great Awesome app. Use it every day"
"50572","Spotify",2017-02-04,5,"Five Stars I like the big band selection"
"50574","Spotify",2016-04-06,4,"Great!! it is a good app it just does not have all the songs I listen to on it! But it works good!"
"50576","Spotify",2014-09-09,2,"unable to download I love using Spotify, do not get me wrong, however, I cannot for the life of me get this app to download. As soon as I can install the app my rating will change, but until I get it to the ratingnwill remain low."
"50577","Spotify",2016-08-29,4,"great app Rock solid app, plus easy navigation of radio channels."
"50581","Spotify",2015-07-20,5,"I love it it is incredible but one problem is that sometimes it stops playing my music and then i have to restart the song but other then that it is fantastic"
"50583","Spotify",2016-01-14,5,"absolutely wonderful Spotify is not used enough! Pick and choose all your favorite songs and put it in a playlist. Love this app"
"50587","Spotify",2016-06-01,5,"AWESOME You must download this is way better than Pandora and all other music apps."
"50596","Spotify",2015-04-05,5,"must get I have a band that I love pentatonix they are AMAZING! And I dont have any money to buy the albums and my friend to me to get spotify so I did and life is AMAZING!!!!"
"50598","Spotify",2015-01-29,5,"Best music app ever You can listen to free radio just like Iheart and Pandora but you can also choose songs and make your own playlists. And if you buy premium you get to listen to your music offline."
"50601","Spotify",2015-10-19,5,"music This app is the best that I have downloaded I have no problems at all if I was you get this if you listen to music 🎶🎵🎶🎷🎸🎹"
"50602","Spotify",2016-08-25,5,"Amazing! I love this app!! Just has an ad or two, but its great!"
"50603","Spotify",2016-07-19,5,"All the songs from my past! I can access all my favorite songs from my younger years. it is great!"
"50605","Spotify",2016-04-20,5,"This App is Awesome I think this app is awesome brvausde I can listen to any song I like!!💖💖💖💖💖💞😊"
"50607","Spotify",2016-03-08,5,"music I love the variety of music I can find on here. I would definitely suggest other to get this."
"50616","Spotify",2016-12-21,5,"A Love this site. Easy to use."
"50619","Spotify",2017-05-10,4,"Nice Pretty Awesome"
"50624","Spotify",2016-10-15,5,"It is cool This is a cool website I love it it is cool"
"50629","Spotify",2016-07-15,5,"swag moosik This so toats cool dood we shoulds alls plays dubstep bruh homie"
"50634","Spotify",2016-09-17,5,"Best Omg best music app ever and not as bad as youtube"
"50638","Spotify",2016-03-09,5,"spotify is the perfect way to listen to your music I personally think if you have a tablet, spotify is the perfect way to listen to your music."
"50647","Spotify",2016-08-25,5,"DaNi amazingI love this is the best aop to hear music"
"50653","Spotify",2015-05-30,3,"what is with the constant updates? App works well, with great content and I dont mind the ads. I do want to know why I am constantly being prompted to update, though. it is as bad as iTunes."
"50654","Spotify",2016-06-20,5,"Five Stars Amazing app! It provided free music available for download unillegaly"
"50655","Spotify",2016-05-07,5,"My Spotify This was so easy to download and set all my preferences. I simply love Spotify!"
"50657","Spotify",2017-03-09,5,"I LOVE IT😍😍😍 This is the best music app that you could get! I am able to use it without WiFi which makes life so much easier!😍😍💖 I highly recommend this app!!!"
"50660","Spotify",2017-01-06,5,"Five Stars Great and personalized app."
"50663","Spotify",2016-12-22,5,"Five Stars Excelente, muy buena música"
"50667","Spotify",2016-12-20,5,"Five Stars LOVE THIS APP! Works great."
"50670","Spotify",2017-02-05,5,"Five Stars best way to stream music!!!"
"50674","Spotify",2014-08-19,4,"Happy Music lover The app is above any other with fresh music and an uncanny ability to recommend new tunes that are just right. Enjoy gap-less transitions, and convincing sound with deep bass, and smoking riffs. Highly recommend."
"50678","Spotify",2016-11-18,5,"Love it! AWSOME !! Love it !! 💃🏻🎶💃🏻🎶"
"50682","Spotify",2016-02-22,5,"Five Stars Great app and offers music that will please anyone and everyone. I listen to it every morning."
"50683","Spotify",2014-07-10,3,"Not impressed, but it is just OK Not overly impressed. Ok selection, cuts out when I least expect it, I get Spotify has expectedly stopped working error messages, and I tried Spotify because I heard it did not interrupt you with commercials. WRONG."
"50684","Spotify",2016-03-02,5,"I love how you could make playlist I love how you could make playlist. I like how easy it is to find a variety of workout songs."
