prod,title,author,date,stars,comments
Pandora,Five Stars,Angelo Martarano,1-Oct-14,5,"GREAT ENTERTAINMENT FROM PANDORA , PEOPLE YOU DONT KNOW WHAT YOUR MISSING"
Pandora,Great music,Linda S Terry,22-Oct-14,5,I like being able to listen to the type of music I'm in the mood for.
Pandora,Five Stars,Judy Crouch,19-Sep-15,5,NICE
Pandora,I have had this for years,Denice Simms,29-Sep-13,4,"I listen on my pc, on my smartphone and now on my Kindle  It a nice free alternative for listening to music in whichever genre one prefers"
Pandora,Love Country Music,Amazon Customer,13-Mar-14,5,I like that words can be seen and information on the singer-singers.  Also who wrote the songs.  Like the info
Pandora,Great online music,Debt Free,14-Jun-13,4,I love the music that's played from my selected categories. Commercials are not to intrusive but I'll definitely upgrade to get more commercial-free music.
Pandora,Pandora-hard to live without,Zuikis,20-Feb-15,5,Wonderful selection but too many advertisements
Pandora,Basic,Carol,19-May-14,5,I recently added a SirisuXM app so doubt I will be using this app very much.  No fault of Pandora.
Pandora,Five Stars,Dan Hammontree,31-Aug-15,5,Love it!
Pandora,Five Stars,Jared Winn,5-Jun-15,5,Who doesn't love pandora??
Pandora,Five Stars,kim Bosse,31-Aug-15,5,Love it!
Pandora,Four Stars,LC,26-Jun-15,4,A great music service.
Pandora,great radio,Stephan Arena,27-Dec-13,5,"play the best mix and great live songs too, also remember to set ur stations for your listeningpleasure,awesome radio"
Pandora,Five Stars,john godleski,12-Aug-15,5,Really good.
Pandora,Very easy to use,J. Hulett,24-Jul-15,5,Very easy to use
Pandora,Five Stars,Rudy R Ortiz,17-Mar-15,5,Great web site always plays what you like.
Pandora,Why I choose this rating,Linda R Morgan,17-Feb-14,4,I like to be able to listen to the music I  choose.  I don't feel I can rate higher because I have not used enough
Pandora,Five Stars,JAN BROWN,5-Sep-15,5,Love It
Pandora,Love It,Jody A Sheaffer,2-Jan-14,5,love receiving  my christian  music its non stop music clear clean music variety  just an awesome  worship music i love it
Pandora,Five Stars,R. Keyser,19-Jul-15,5,the gold standard
Pandora,Five Stars,tslanier,10-Jul-15,5,daughter loves them
Pandora,Pandora,Kim G,22-Aug-13,4,This app freezes sometimes but other than that it is ok.  You can customize the stations to what you want to listen or listen an actual station.
Pandora,Music fan,David Veach,1-Mar-14,5,Love the way Pandora finds my music for all moodsNice to have the option of changing artist's stations too
Pandora,Pandora is great!,Fae,7-Jan-14,5,I love Pandora. It's free and I just type in the name of an artist and it plays. All my favorites right at my fingertips.
Pandora,awesome,mariestar,24-Jul-15,5,It's really good
Pandora,Music,Deanna J. Bird,9-Apr-14,5,It is awesome to choose a station you like and listen all day long.  Want to upgrade...but don't know how
Pandora,Fine Music,Santiago Almeida,25-Jan-14,5,Easy to install and good music.Music selection is easy to program and runs in my tabletI use all the time.
Pandora,Love Pandora,Kindle Customer,2-Jul-13,5,We listen almost every day..this is really a great app.  Listen to the songs you want to hear.  It is way more fun than switching channels all the time.
Pandora,Pandora is awesome resource to hear all types of music.,Agnes Ornelas,7-Jan-14,5,"I bought a kindle just for the pandora . I love using this. I chose the type of music I'm in the mood for, and set it up."
Pandora,Three Stars,Jon Bartholomew,27-Sep-15,3,Ok
Pandora,Five Stars,ALICIA,14-Jun-15,5,Love it. Beats Sirius XM
Pandora,Three Stars,David L. Johnson,12-Jan-15,3,I've never used this thing on my Ipad so I can't say.
Pandora,Music Miser,B. Coleman,17-Mar-14,5,"When I want to listen to a particular genre of good ""old school"" music, Pandora has my back. I love this app."
Pandora,Five Stars,Savannah Brown,12-Jan-15,5,Love Pandora. Is like they know all my favorite songs
Pandora,Pandora is my musical listening choice,Deb F,21-Sep-13,5,I listen to this every day on my iPhone.  I love that I can choose which music I want to listen to and there are very few ad interruptions!
Pandora,Five Stars,chipper,19-Jul-15,5,excellent station
Pandora,the way it works,Amazon Customer,2-Sep-13,1,The sound quality is really good and they play good songs quite often. But for some reason it doesnt work and freezes a lot! And i mean A LOT!
Pandora,Five Stars,Kindle Customer,7-Oct-15,5,Love it
Pandora,Five Stars,Ramon,11-Aug-15,5,Great!!!!!!!
Pandora,Ok but...,nunox,15-May-15,3,They could learn from Spotify.
Pandora,but its not fair that you need a email to ...,Isabela Torres Reyes,27-Jul-14,5,but its not fair that you need a email to log in and i cant ever log in because of it
Pandora,By giving thumbs up/down feedback it was able to create a perfect station pretty quickly that encompassed my favorites across se,Lindsay DeCarlo,20-Sep-16,5,"Pandora seems to learn my preferences so quickly. By giving thumbs up/down feedback it was able to create a perfect station pretty quickly that encompassed my favorites across several genres.I use pandora really frequently, so it was worth it to go premium and avoid the ads, but even before I did, the ads were not too annoying. Unlimited skips with premium is also a nice upgrade."
Pandora,Great 100% free App for music lovers!,court,18-Jan-14,5,This app allows you to create channels of your favorite singers and you have access to all the songs they ever created!
Pandora,Love classic,Mary Ann Geletko,30-Apr-15,4,Listen at work. Love classic rock
Pandora,Five Stars,Joseph Thomas,15-Apr-15,5,I love it. It gives me joy everyday.
Pandora,Dur,Katheryne,9-Jul-15,5,"Awesome as always,."
Pandora,I like the music and lyrics.,John Dawson,16-May-13,5,It gives me options on the kind of music I like to listen to and I love to sing along with the lyrics.
Pandora,Music,Jane Dumas-Otis,15-Mar-13,5,Love my choices.  Kindle is just too big to take to the gym.  Wonderful program for every age. Highly recommended.
Pandora,Five Stars,Rock Petersen,12-Sep-15,5,Great
Pandora,Five Stars,Dawn Patterson,1-Aug-15,5,I love Pandora
Pandora,Love the music on my kindle .  I take it traveling in the car and play my favorite music,Alpha,15-Feb-14,5,I love pandora on my kindle.  I can listen to my favorite music everywhere I go.  I would highly recommend Pandora
Pandora,Five Stars,John &amp; Anne,8-Jul-15,5,great app for music
Pandora,Five Stars,Marge Brown,10-Mar-15,5,"Great music, a lot of diversity. Love It..."
Pandora,Great,Bill Londak,29-Jan-14,5,"Great ! the best!  I hate regular radio! Too manny commercials the radio. Not enuf music, I like Pandora much better!"
Pandora,Five Stars,Melissa Olson,29-Aug-15,5,Love it!
Pandora,Great!!!,Ashley,2-Mar-13,5,This is a great app. Both my boyfriend and I have this app on all of our tablets and phones. The only thing that I don't like is that you can only skip 5 songs at a time.
Pandora,GREAT APPLICATION,Amazon Customer,16-May-14,4,The application is alot of fun and I enjoy it.  You can tailor you music to your likes.  very nice
Pandora,Good choice,Shopping for me,4-Mar-14,5,I really enjoy the versatile format of this app and am still learning about it. Most of all good music choices.
Pandora,Great App,Ron Shecut,10-Mar-14,5,"Very happy with this app. Use it all the time when I have access to my phone and tablet, sometimes my desktop."
Pandora,Music where you are,Papaw Jerry,23-Jan-14,5,Works in the background so you can run other apps at the same time.  Takes up a good chunk of bandwidth so be careful.
Pandora,Five Stars,Mary Lea,4-Apr-15,5,Got this for my husband...he loves it!
Pandora,Best music app out there!,rbnncl,5-Jan-13,5,"Pandora is great because you can listen to what you want!  It's free so you have to listen to commercials, but they aren't that long.  I plug it in to the car and skip the radio."
Pandora,rating pandora,Dymiand,7-Apr-14,5,great . hate running out of skips though... over all it plays all the music I like on the radios I choose
Pandora,I've been subscribed for 2 years now.,Dave_Tx,30-Dec-13,5,"I have been subscribed to this for a couple of years now, and I really like Pandora...3 more words required for my review."
Pandora,Good - but user needs more experience,Primeavenger,3-Mar-16,3,"Finally connected on my phone; have the wireless earphones; however have to figure out how to now get it on my computer, then I will need to  work on getting the type of music I like and how I want to use it.  Only 3 stars are mostly due to my limited experience with electronic things."
Pandora,My favorite music app!,Mary Murphy,16-Jul-16,5,"I'm so glad I downloaded this app! It has great music selections and great sound. It was very easy to download and easy to open and learn how to work. Even my daughter figured it out! We enjoy listening to music any time of day, especially when we clean! And this app is great for that! I would highly recommend this app to anyone that loves music as much as we do. I have downloaded it on all my devices."
Pandora,Choosing my preferences,Bertie L,5-Jan-14,4,"I love Pandora, but still am not too sure about how to manipulate my music.  More detailed instructions would be helpful."
Pandora,Five Stars,mechelle smith,24-Aug-15,5,Its great
Pandora,Four Stars,shari watlington,5-Aug-15,4,ON CELL PHONE
Pandora,Good music like I wamt,AnnAmazon Customer,4-May-15,5,Music on the go simply wonderful
Pandora,Five Stars,Jennie Ann Hull,31-Jul-15,5,The best ever!
Pandora,Great find!,G. Cary,10-Jun-13,5,Love Pandora! Very easy to find the music you like to listen to. It was nice to be able to find music of all types and to be able to change it at any time.
Pandora,Four Stars,william e baggs III,5-Aug-15,4,as advertised
Pandora,Five Stars,Amazon Customer,31-Jul-15,5,I like pandora
Pandora,Five Stars,Babygirl1104,2-Sep-15,5,love it
Pandora,Five Stars,Jacqueline Ortiz,5-Jan-15,5,very little ad interruptions and keeps me jamming away
Pandora,Great!,Dana R. Faircloth,18-Dec-13,5,I love pandora and listen to it everyday! I wish you would change that i Have to put a certain amount of words to a comment!
Pandora,everyone should listen to Pandora,Deborah Kelsey,15-Mar-14,5,I love listening to all types of music I get that on Pandora also I get new music my friends play Pandora too
Pandora,Love Pandora!,Barbara J Kelly,23-Apr-14,5,We listen to it all the time.  It is really great for my daughter.  She loves the Disney Channel best.
Pandora,fantastic,Tina M. Kennon,2-Feb-14,5,I love this app. Pandora is always helpful to soothe my dog to sleep in thunder storms. and I just love it all the time!
Pandora,Love it!,Catherine M. Gage,20-Mar-14,4,Love hearing what I want to hear. I'm always surprised when the song that comes on is just the perfect song.
Pandora,Nice.,Garrison56,11-Sep-15,5,Nice.
Pandora,Perfect tunes,debbie,19-Apr-13,5,"I have the freedom to pick my favorite music to listen to. It is easy, cheap & good. I highly recommend it."
Pandora,Five Stars,quilterbrat,29-Mar-15,5,GREAT WAY TO HAVE TO LISTEN TO MY MUSIC
Pandora,please cancel pandora one,norma reid,3-Mar-14,2,"hard  to cancel and doesn't work well, and then it  puts in strange songs out of the clear blue.  don't like it"
Pandora,it has everything you could possibly want,Amazon Customer,9-Aug-15,5,Love Pandora
Pandora,Five Stars,PAT,9-Mar-15,5,Just pic a music type and listen for hours!
Pandora,Pleasant distraction,N. S. Gall,2-Jul-15,3,Pleasant distraction
Pandora,my opion,Just saying,25-Mar-14,3,I like the variety and coverage I get from Verizon is great no skips whitch is good living in a remote area
Pandora,Five Stars,Edna E. Robbins,4-Aug-14,5,WONDERFUL - THE MUSIC SELECTIONS ARE THE BEST - SOUND IS INCREDIBLE - THE GREATEST!
Pandora,Free music,Jennifer,25-Mar-14,5,Pick your genre and listen. One great song after another and all for free. What's not to like? Easy to use.
Pandora,Glad I was introduced to this app,Jeanne,29-Dec-14,4,Only downfall are all of the advertisements that pop up
Pandora,Pandora...YES,michael Soenksen,3-Mar-14,5,"The MOST successful way to have not commercial music and the variety is endless. Yes, it is worth the purchase."
Pandora,can listen to any music you want with just program it in and enjoy..,kim wheaton,24-Jul-14,5,Lov this app...can listen to any music you want with just program it in and enjoy....
Pandora,Pandora Media,M Onsager,19-Mar-14,4,I enjoy selecting the music I like to listen to and the ability to switch artists at the click of the mouse.
Pandora,great,vera,5-Jun-15,5,Actual free endless music
Pandora,LOVE PANDORA,Victoria Gaber,27-Apr-14,5,"PANDORA IS THE WAY TO GO TO HEAR MUSIC, ALWAYS.YOU ARE ABLE TO SETUP WHO YOU WANT TO LISTEN TO."
Pandora,great addition to my tablet apps.,Jeanene,1-Jan-13,5,I really like the fact that on Pandora you can choose an artist and they make a playlist that you can like or dislike.  That way I do have to listen to artists I do not care for.
Pandora,Pandora,Popo,10-Sep-13,5,Plays the music you choose - comes up with great mixes. Could do without the ads (which are infrequent) but for free radio its well worth it
Pandora,_Ÿ‘ç,Anamarie,7-Mar-14,5,Always plays a good mix of music. It remembers my thumbs downs and they don't get played. Always jamming out !
Pandora,Pandora,Karen,8-Jan-13,5,"It is so much fun browsing all the great ideas.  The recipes that I have repinned, so far, have been great.  My daughter recommended it to me and I have passed it on to friends."
Pandora,Five Stars,S. Kotvasz,28-Dec-14,5,"No need to purchase cds any longer, play on any device."
Pandora,"AOL... PLEASE, iTunes.. give me a break, Rhapsody... crapsody",Bryan F Clanton,24-Dec-12,5,"PANDORS, without a doubt, the best online radio available. Plays what I want to here when I want to hear it, without breaking the bank. Top hits, top quality, cannot ask for more."
Pandora,Awesome Pandora and great music mix!,Twana Johnson,1-Mar-14,5,I love Pandora and the feature of the alarm. It will wake you up! Great experience. The music shuffle is great!
Pandora,Five Stars,Tina.payne,24-Jul-15,5,Works just fine
Pandora,It is good. I like it.,Shamal,19-Jun-15,3,It is good. I like it.
Pandora,music lover,yolanda sutton,4-Mar-13,5,Oh I just love my kindle which has all the wonderful apps such as pandora media.music sounds so so so Crystal clear with non stop great music..just love love love it!!!!
Pandora,We love Pandora,kevin howard,21-Sep-13,5,"love pandora, great songs, great usability, great variety, would love the quit button more accessible as sometimes i need to exit quickly."
Pandora,nice sound,Wendy,3-May-14,5,Jazz never sounded so sweet. Love this app. Free too. Like the element of surprise tunes.Glad I down loaded.
Pandora,Four Stars,Edward,24-Jul-15,4,Wonderful music
Pandora,Pandora works for me!,cathy d,21-Sep-13,5,I use Pandora almost everyday on my home Sonos system and it is so great to have Pandora Radio.  I also use Pandora at times on my iPhone.
Pandora,every day use,david wessel,16-May-15,4,Great. App use.  It every day
Pandora,Five Stars,Shari Bickmore,23-Sep-15,5,A+
Pandora,GREAT MUSIC,diane donovan,1-Jan-14,5,I LOVE PANDORA.I TELL EVERYONE TO CHECK IT OUT YOU GET THE MUSIC YOU WANT A THE TOUCH OF A SCREEN AND IT'S FREE..ROCK ON!
Pandora,Five Stars,H T,14-Jul-15,5,Pandora is great!
Pandora,love it,person,16-Aug-15,5,hiiiiiiiii
Pandora,Five Stars,eliseo Saavedr,13-Sep-15,5,Good
Pandora,Pandora is great. Give it a try. I know you will love it.,FloridaRed,20-Apr-14,5,Pandora is the bomb. The upbeat R & B Soul music lifts my spirits. The sooth jazz soothes me at night.
Pandora,One Star,Andrew Campbell,6-Mar-15,1,Too bad Amazon will not let me download it.
Pandora,it is awesome !!!!!!!!,TRACI W,9-Oct-13,5,It work great best thing is it was free you can have different radio stations. You need to download this has tons of different songs!!!
Pandora,Pandora music stayion,Annie Moore Barfield,7-Jul-13,4,"Like the music. I just don't have a lot of time right now to listen to Pandora like I want to. In a few weeks, will have more time to.enjoy the music."
Pandora,whoa!,Amber,27-Jan-13,5,I gave this a 5 star rating because whatever band/artist/song I type in it matches other artists and songs perfectly! I use Pandora all the time! I would highly recommend it.
Pandora,Great app!,joyinthemorning,1-Jul-13,5,"Really like using Pandora, wish it stayed on longer before going into pause mode. Enjoy being able to enter the genre & having it stay with that theme."
Pandora,Five Stars,TURTLE,15-May-15,5,Yes bestMusic site EVER TS GS
Pandora,Great Music app,Rosebud,24-Jun-13,5,"I enjoy listening to Pandora, great music and well known artists. This is great listening on your computer and the app worth downloading to your tablet."
Pandora,Yes!,Deanna Baugh,1-Dec-13,5,It is wonderful for my blind son living in a nursing home! He loves it!What a wonderful thing to hear the world for him!
Pandora,Four Stars,Lorraine D. Finnegan,21-Jul-14,4,Still learning to use Pandora. Lots of choices in music and information about artists
Pandora,Five Stars,Barbie67,20-Aug-15,5,Love it !
Pandora,Five Stars,Vicki Eberhardt,6-Aug-15,5,Love it!!!!!
Pandora,Four Stars,M.Duane Withrow,6-Aug-15,4,very nice...
Pandora,Love,Amazon Customer,12-Sep-15,5,Love
Pandora,Pandora is the best!,Debra New,27-Feb-14,5,"No talking, just music.  It is great.  I only have to listen to the music that I want to listen to.  I love it."
Pandora,Adds kind of bothersome,James,1-Dec-13,3,I like it ok but the adds and all are a little bothersome.  I could upgrade to stop that but I don't use it enough to do that.
Pandora,Great for music,Patcake,5-Mar-15,5,I love being able to fine-tune my stations.
Pandora,great to have,Gwen Marshall,30-Jun-13,5,I'm always in a good mood when I get to listen to this great music service.  It is wonderful to be able to choose your own style of music to listen to.
Pandora,Five Stars,Mark R Mueller,29-May-15,5,This is an awesome app !!!
Pandora,Great music,Quilting Linda,30-Apr-14,5,"I love listening to pandora, in the car at home at the gym , so many different artist to choose from"
Pandora,its pandora,Amazon Customer,10-Jun-13,3,Its radio you control...what more could you want?  Maybe less commercials.  Make sure if you are not on unlimited data you connect to wifi before playing.
Pandora,Five Stars,Brooklyn deal,13-Jul-15,5,I love pandora!!!
Pandora,Five Stars,Luis Gerardo Arce,13-Jun-15,5,Pandora's the best ever
Pandora,My personal views on Pandora,Dennis j ryan,27-Apr-14,4,"I just recently signed up for Pandora and have not had the time to give you a fair, evaluation of what Pandora has to offer, at not monthly cost to me. Several of my friends have subscribed to other stations that offer what Pandora offers, but at monthly charge rates that can add  up over the course of a years time.I have chosen several programs, on Pandora that meet my listening needs and have added peace and soothing my mind over sometimes stressful  times and also offered me music of many music artists that I grew with when I was younger and are much more soothing than much of what I hear, on the general FM stations today.I look forward to listening more to Pandora in the future. Keep up the good broadcasting services you now are offering.The world today can be a hectic environment and peaceful music is more than appreciated by me and others that also carry many of the portable devices, like a Kindle Hd or I Pads.Thanks for your current music services.Dennis Ryan, Tampa, Fl"
Pandora,Five Stars,Gma,17-Sep-14,5,First experience & it's great to find your own type of music to listen too
Pandora,Love it!,Donutlady,16-Feb-13,5,My daughter insisted I download Pandora so I could enjoy my country music and choose the favorite artist I want to hear. Isn't she a bright young lady? I listen every day.
Pandora,Fair,Rebecca Tough,5-Jan-15,3,Hard to find exactly the songs you want to listen to.
Pandora,Four Stars,Colin A.,16-Sep-15,4,yes
Pandora,Five Stars,love3n1,22-Jul-15,5,I love Pandora!
Pandora,love it Ã°ÂŸ'-Ã°ÂŸ'-Ã°ÂŸ'-,olivia,24-Nov-14,5,It's amazing Ã°ÂŸ'Â‹Ã°ÂŸ'Â‹Ã°ÂŸ'ÂœÃ°ÂŸ'Â_Ã°ÂŸ'Â_Ã°ÂŸ'Â_
Pandora,Five Stars,Sarah,22-Jul-15,5,Love the music.
Pandora,pandora,Marcus Thompson,10-Jan-14,5,"perfect app, love it, use it all the time......I like that the format is similar to p.c model thank you, god speed!!!!!"
Pandora,I love Pandora,Amy,22-Jul-15,5,I  love Pandora
Pandora,Awesome,Brenda Conard,15-Mar-14,5,I love my pandora app it is so easy to use and has all the songs and artist that you would want to listen to
Pandora,I can use it on any device.,donna lowe,16-Jan-14,4,"I use it on my iphone, my Kindle and my home and office computers. so it's available anytime and any choice of music.."
Pandora,Nice,Ingrid Mergenthaler,25-Jan-13,5,It is so nice to have all this music available. It is also nice to be able to select the different artists and have Pandora then keep me supplied with music of the same type.
Pandora,Pandora music,Ms PJ,20-Feb-14,5,Love it you can pick out the artist that you prefer to listen to and you can pick it up on all your electronics.
Pandora,Satisfaction,Alicha St Martin,28-May-15,5,Love it.. best site ever..
Pandora,Like,Dedrenna Hoskins,28-Jan-14,4,It is easy to move through likes and dislikes regarding my choices and change preferences and move to the next song.
Pandora,Five Stars,Amazon Customer,24-Mar-15,5,Love listening to the different sounds.
Pandora,I ABSOLUTELY LOVE PANDORA!,Tammy Chasse,7-May-13,5,I love listening to Pandora.  I'll never be without it going forward.  I especially love listening to the music from the 70's.  I would recommend it to anyone!
Pandora,Very nice!,Marilyn Penn,29-Mar-15,5,Enjoying Pandora very much! Thank you!
Pandora,I love it.,Rhonda Washington,3-Jan-13,5,The Pandora Media gives the ability to listen to your favorite artist or even a variety of artist of your chose. I would most definitely recommend Pandora to everyone I talk to.
Pandora,Four Stars,Teresa G Campbell,28-Jun-15,4,so far no complaints
Pandora,Music of Choice & more,Renae M. Staley,29-Dec-13,4,Great choice and variety of music- easy to install and most any artist you can think of-start enjoying today-you'll smile
Pandora,Five Stars,ive,28-Aug-15,5,Love it
Pandora,Nothing else can compare,Kevin Alfaro-Martinez,17-Dec-13,5,The format and layout of Pandora is unbeatable compared to others. I always choose Pandora over my Itunes Radio App any day
Pandora,"Music on the Go,Outstanding.",W.B,8-Apr-15,4,Play's an Excellent choice of music.
Pandora,great!,Demetrius Barmettler,6-Sep-15,5,Nice!
Pandora,Three Stars,Autumn Leaves,4-Mar-15,3,I can't turn it off! there's no off button.
Pandora,excellent,Allen Mccarty,24-Aug-13,5,got the yearly plan. great for parties.earlier than my own music collection.kindle decent device. six more serious required isn't that stupid.
Pandora,in love with Pandora,lakala,29-Dec-13,5,I love me some Pandora and my child do to she has a fun tab that i downloaded pandora on and we stay listening to Pandora
Pandora,ok,Scott Pantall,2-Feb-14,3,it has great song lists but it does not work well where the singal was weak. its nice for home but not for the gym.
Pandora,Good App,JLS,20-May-13,5,"I always use Pandora on my phone, so it was great to be able to log in from my tablet and play music. Now I can keep listening while I talk on the phone. lol"
Pandora,Pandora is super. Music of your choice in the background,Dachog,4-Aug-14,5,Pandora is super.  Music of your choice in the background .Make it a  better  day.
Pandora,Five Stars,Clyde,24-Mar-15,5,Great for listening to some good music!
Pandora,sikoner,sikoner,6-May-13,5,i love the fact that it emphasizes more on the music than advertisements and commercials.great music and doesnt just play the hottest song over and over.
Pandora,Five Stars,Joseph Vandermark,27-May-15,5,It does what I want.  YAY!
Pandora,Pandora awesome selection,Hope Concha,17-Dec-13,5,I love Pandora I love the the selection of gospel music the new artistthat we can choose from keep up the good work awesome
Pandora,Four Stars,Charles king,16-Jun-15,4,I really enjoy Pandora
Pandora,Five Stars,Liesel D. Johnson,6-Sep-15,5,great
Pandora,pandora rocks,Amazon Customer,24-Oct-13,5,Excellent music source. I get the kind of music I want when I want it free!!! This is awesome. I would Redmond this app to everyone.
Pandora,I like it,William W.,19-Dec-14,5,Make your own playlists to hear only the songs you want.
Pandora,Five Stars,Albert N. Haler,16-Jun-15,5,Great app  great radio
Pandora,Five Stars,Carrie,12-May-15,5,perfect music all the time :)
Pandora,great,Mary J Baumgarten,26-Feb-15,5,Everyone should have this app... great radio
Pandora,good selections,Philip L. Bode,28-Dec-13,5,Love the music choice.especially the James Taylor and Bob seger tunes.Easy to set up and use.ha e it on TV as well.
Pandora,great,mosax,2-Apr-15,5,So happy to hear music in my kitchen!
Pandora,Five Stars,Evelyn Johnson,8-Aug-15,5,Great music
Pandora,Stops too often,Fred Fun,28-Dec-13,3,It would be a five star app were it not for the stopping then starting again. It may be the router speed causing it also.
Pandora,loving pandora,Amazon Customer,30-Mar-14,5,"Many music choices.  Great music. Love the oldies, blues and jazz stations. Try it and u will love it to."
Pandora,Excellent Musici,John W Moreland,28-Jul-13,5,I m really satisfied with the music and artist selection provided by Pandora. Recently subscribed and am simply thrilled with the stations I have.
Pandora,Great access to music,L. P. in Bryan TX,2-Jan-14,5,A great app for finding all kinds of music and categorizing different types to listen to.  And to have it free is great.
Pandora,What is a radio station?,Christina Grace,12-Feb-13,5,I adore Pandora and dont even listen to the radio in my car anymore. It is very intuititve based on your like and dislikes and the ads are so short you barely notice them!
Pandora,yesss!,Nichole,9-Nov-13,5,You should get it. It is very good if your someone who loves music and want to listen to all your favorite songs then GET IT!!!!!
Pandora,Loving it!,Sherri Pendleton,27-Dec-13,5,Loving my Pandora radio and being able to find stations by artist or genre. Highly recommended to anyone who loves music!
Pandora,love it,Ulises Bocchio,11-Apr-14,5,"I love pandora, good music, great quality, streaming is great. The only thing is that I wish they had more artists."
Pandora,Love me some pandora,Stevie Green,6-Oct-16,5,"I like pandora a lot, I like that it's also free and you can like and dislike songs, it saves your stations no matter what device you log into. I would recommend this app if your thinking about adding music to your device"
Pandora,this is the best music website it plays all the songs,Gianna Brown,25-Jan-14,5,This is my favorite music station because it plays almost all my favorite songs and its just so fun.. I love pandora
Pandora,Five Stars,Montica,23-Jul-14,5,This is awesome. I love that I can create my own stations based on the music I love.
Pandora,Three Stars,Robert B.,26-Apr-15,3,Haven't played with it much yet.
Pandora,One Star,Nathan A. Payne,12-Mar-15,1,could not move around the site very well.
Pandora,Four Stars,Rundy,17-Mar-15,4,It is easy to listen to music on my IPad
Pandora,Great,Felicia Richardson,21-Jul-13,5,Plays the genre that's selected and great children stations. Most importantly the variety that's offered.I will definitely recommend pandora.
Pandora,Pandora,Pam Rigsby,16-Mar-13,5,Love the Pandora and all the music that can be played on my Kindle Fire. This has really came in handy. Love it.
Pandora,Very fun app,web brasher,19-Jan-14,4,"Use it all the time. In office, on the road, in the carContent - ALayout - A-Ease of use - A-"
Pandora,Five Stars,Kindle Customer,10-Jul-15,5,Awesome
Pandora,How can you not love your own radio station?,Vaspar,6-Jul-14,5,"can't do without it, have it downloaded on everything from computer, tablet, phone, tv."
Pandora,Five Stars,Patrick M. Scire,21-Aug-15,5,AAAA++++
Pandora,PANDORA,Betty,2-Dec-13,2,"I did not use this App, Pandora for long. Somehow I got rid of it since the numerous adverts were interfering with the music."
Pandora,Five Stars,Joe Hdez,19-Jun-15,5,Free is alwasy great.
Pandora,great listening,Kristin LaRue,1-Jan-14,5,"love the different stations and the choices i have, i listen to this when i my radio is boring playing the same ol stuff"
Pandora,Three Stars,Kindle Customer,14-Jun-15,3,To many skips in songs
Pandora,Good.,Rick Engle,30-May-15,5,Number. One. Good.  Music
Pandora,Five Stars,zita rodriguez,1-Jan-15,5,Love it. Easy to use and has a wide variety of music.
Pandora,Luv my pandora,Eva,3-Apr-14,5,Luv it.  I enjoy all my music picks with no interruptions. All Luv to use shuffle to enjoy it even more.
Pandora,Clear defined music,Mark Jarnegan Sr,14-Aug-13,5,"I've heard so much about this app, and just now getting around to installing it.. Great is all I can say.. wish I had it on my kindle earlier.."
Pandora,i love pandora,TerrapinT,10-Feb-14,2,I really do love Pandora! but the app never stops running in the backround and slows all my other apps to a crawl
Pandora,Amaizing,Isabella Jaye Rivera,14-Apr-14,5,SUCH good music! LOVE LOVE LOVE IT! Although some songs are So stupid! It should be able to skip more.
Pandora,Five Stars,Demotomb,9-Jul-15,5,Portable Pandora.
Pandora,Four Stars,Dave,6-Mar-15,4,Nice free app.  Use it a lot on my tablet.
Pandora,pndora on kindle,Ronda Auman,25-Dec-13,5,Love Pandora have it also on my phone.  Listen to it driving to wwork. Thanks Pandora. E joy picking my music a d artist.
Pandora,PANDORA,STORMY,12-Jan-14,5,"LOVE THIS APP! i HAVE IT ON MY KINDLE, MY IPHONE. NOT TOO FOND OF ALL THE ADVERTISING, BUT FOR FREE YOU CAN'T BEAT IT."
Pandora,Pandora exceeds expectations.,Sylvia Maglio,5-Apr-15,5,Love the music and variety is great!
Pandora,Five Stars,William Martin,9-Jul-15,5,I love my Pandora
Pandora,Pandora,Daniel Reekie,21-Feb-14,5,What can I say? It is what you would expect of pandora on your kindle! My sister uses it to listen to her music
Pandora,PERSONALIZED MUSIC,Dennis E. Kane,8-Oct-13,5,THIS IS GREAT!  I just list my favorite artists and then tell Pandora to mixed the play for me.  I then have hours of great listening.
Pandora,Five Stars,s.,6-Aug-15,5,great music
Pandora,Five Stars,Amazon Customer,21-Dec-14,5,"Wonderful music app, right kind of music when u want it"
Pandora,Five Stars,Octavia,7-Sep-15,5,Love it!
Pandora,Five Stars,Bill,31-Dec-14,5,listening to the music you identify with is the best.
Pandora,Good overall choices,JB,5-Jan-14,5,"Has a good selection of music for free!!Wide variety of choices , would like to choose more songs of each artist?"
Pandora,Great App,firedog026,22-Jul-15,5,Love this app!
Pandora,Pandora,Judith Tyus,30-Dec-13,4,"excellent for radio listening. I got the free version becausethe ads do not bother me. I am listening, not reading"
Pandora,rating,Theodore Thompson,7-Apr-14,4,"This is all new to me, im really enjoing the music so far. Yes i would recommend pandora to my friends."
Pandora,Five Stars,David Moeller,20-Mar-15,5,I listen to it a lot when I am working.
Pandora,Good music,Jody Law,4-Mar-14,5,I love the music. They are always streaming just what I want to hear. This is a great ap. highly recommended.
Pandora,Broadening Horizons...,Steven Pendleton,7-Oct-13,5,I have heard so many new artists by listening to Pandora. Thank for broadening my listening horizons! I so appreciate your dedication.
Pandora,Just one flaw other than that it's awesome.,Nicholas B. Canady,19-Sep-13,5,Great music choices that catch you by surprise. And the info on the artists is pretty cool as well. I just wish there were unlimited skip
