"Index","Product","Date","Stars","Review"
25220,"iHeartRadio",2013-08-01,5,"my opinion I think this is the best radio app that there is no other app is better than this radio app for a diveice"
25221,"iHeartRadio",2013-08-13,5,"iheart radio I love this app cuz I love to listen to music and now I can listen to it anywhere or everywhere I go"
25223,"iHeartRadio",2012-04-14,5,"love it Thanks for the app! I listen all day sometimes. I love that I can switch and find so many new songs."
25224,"iHeartRadio",2012-01-01,5,"great radio I love this app. there are so many stations to choose from and you do not have to waste time downloading songs."
25227,"iHeartRadio",2012-03-13,2,"ugh facebook its cool but a lot of people do not have a facebook I recommend you to get Pandora its free fun and easy"
25233,"iHeartRadio",2012-04-27,3,"you guys are dumb if you read the big paragraph before geting app it says log in with face book you guys are dumb"
25235,"iHeartRadio",2012-03-15,5,"awsome!!!!!!!!! This app is the best. I get to listen to all of my favorite songs. I suggest that you get this app.,"
25236,"iHeartRadio",2012-02-13,5,"Guys.. So what if it needs FB? I put in my FB and it works like a charm. And no, I was not paid to review. -_-"
25240,"iHeartRadio",2012-02-14,5,"THE MOST COOLEST APP EVER this is a cool app! it works really good on a kindle fire! I love this app! it is a cool and fun app"
25243,"iHeartRadio",2012-01-02,5,"I love this! Country music without having to buy it. I have this app running 24/7 and I have all my friends hooked."
25244,"iHeartRadio",2012-08-12,3,"Better than... Pandora. At least IMO. Took me a minute to start creating a custom station which brings me to my only disappointment so far, repetition. While it is great that it looks for similar genre, one would think that with a db of 14M songs you would not hear the same stuff within the first half-hour. Overall? it is a keeper for me for now. BIG BONUS - No ads every 2 minutes or at all unlike that other app.02-2013 UpdateHaven't used for quite some time. I am all about TuneIn Radio these days. Stations from all over the world. If you can not find a genre to suit your mood, you are just not looking."
25247,"iHeartRadio",2015-04-19,4,"good but not great I love everything about Iheart but l like to listen to the whole song before I like or dislike the song. Iheart thinks that people like me do not exist so you can not go back to the song you just listened to and like or dislike it. You have to wait for the song to come up again or pray it does not and never have to hear it again. If you do not like or dislike Iheart thinks you liked it or something like that, but everything else is perfect. I would not change anything else about it if you like music, radio, or lyrics strung along in a catchy tone this is the app for you."
25250,"iHeartRadio",2012-01-05,5,"Excellent App Much better than I had thought it is be. I love this app and it replaces Pandora by a long shot!"
25252,"iHeartRadio",2012-03-03,5,"excellent can not get my local station on radio and i love being able to get it in my i heart radio"
25257,"iHeartRadio",2012-02-25,5,"iheart radio This is a great app it has every song that I asked for and it was really easy to use."
25258,"iHeartRadio",2012-01-06,5,"love iheart!! this is a great app for the kindle fire. I love it! I have never had any issues with it."
25260,"iHeartRadio",2014-09-22,2,"way better then a mp player I can enter a song from when in high school and find it mostly. My complaint is if I enter Charlie Daniels still in Saigon this song should come first on play list. My likes are vast from country to rap to heavy metal. This is better then trying to find music I like on the radio in the near southern border of michigan. No static on songs. No pay three dollars for a song. They need to add songs from movies. I rate this two and a half stars. They make it learn my diverse taste and make it with the little adjusting I will rate four or five stars today first day so may improve as I select music."
25268,"iHeartRadio",2016-09-26,1,"Barely Working It often has a lot of trouble connecting to streams. For example, only 2 of my local stations will even connect. All of them did at first, then they stopped. I contacted the developer and they told me this was a known problem I am using a Kindle Fire 7 5th generation and will be fixed in a future update. They haven't done so yet...."
25271,"iHeartRadio",2013-05-17,5,"Five Stars good app"
25273,"iHeartRadio",2014-03-09,5,"listen to radio station and play games. Can now listen to my fav radio station and play my games on my kindle. Before I could only do one or the other. My kindle will not download the player from Air1 which made me panic cause I was needing my Christian music. A couple other players that I tried was not near as user friendly. Love that I found it on amazon so I can now do more multi-tasking. happy"
25274,"iHeartRadio",2015-09-17,1,"I would like to delete or remove it and restart even though iheart radio is on my kindle I cannot open it. it is asking for something I do not know what it is. Something of a number or something else. I would like to delete or remove it and restart, but it does not even have delete, remove, or some other button for that. Very Disappointed. And I wanted to listen to my radio program. Oh well."
25285,"iHeartRadio",2017-05-10,2,"Would not connect half the time Selected stations outside of my market area and it just sat there and spun, but did not connect. I will try again, but Amazon music is better."
25286,"iHeartRadio",2015-03-11,1,"I no longer like this app. It worked for awhile but now when the talk shows I listen to go to a commercial iheart takes over with ENDLESS music and ads causing me to miss my desired sho with program. I end up stopping iheart, restarting it again so I can listen to my programs plural until it goes to a break and iheart takes over again with ENDLESS ads and music. I am searching for a replacement app."
25288,"iHeartRadio",2013-09-28,5,"So much better then Pandora. Its so much better then Pandora cause it gets what you want to listen to.It pays attention to the music you like.In Pandora you give a song a thumbs down but it plays the same song or artist over and over again.iHeartRadio gives you more variety to most familiar to least familiar.its awesome.When this review says Bree Fontinilla that is my mum.I am her daughter writing this review.Zoe Kemp.Also known as Zoe Horan - Styles.Youtube channel- ZoeHoran1213.Plez subscribe to me.I haven't made any videos yet."
25289,"iHeartRadio",2015-05-31,5,"love it I love it ,it is so nice💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲💲🐩🐈🐩🐈🐩🐈🐩🐈🐩🐈🐩🐈🐩🐈🐩🐱🐩🐈🐩🐈🐩🐈🐩🐈🐩🐈🐩🐩🐈🐇🐈🐩🐈🐩🐈🐇🐩🐈🐈🐈🐇🐈🐗🐮🐴🐗🐴🐗🐴🐴🐴🐗🐗🐮🐗🐴🐗🐗🐴🐴🐗🐗🐴🐗🐴🐗🐴🐗🐴🐗🐗🐧🐗🐴🐗🐗🐴🐗🐴🐗🐗🐴🐗🐗🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🏤🎾🎾🎾🎾🎾🎾🎾🎽🎽🎽🎾🎽🎽🎽🎽🎽🎾🎾🎽🎾🎽🎾🎽🎾🎽🎽🎽🎽🎽🎽🎽🎾🎾🎶🎵🎶🎵🎵🎶🎵🎶🎵🎵🎵🎶🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵"
25295,"iHeartRadio",2013-09-29,4,"4.5 out of 5 stars for iHeart Radio Overall a good app. it is got good songs and bands and is good if you like certain bands but do not want to actually buy the CD. The only complaint I have is that you have a moment ad to how many songs you can skip in a playlist a day. Also you can not add individual songs to your playlist. But a good app. I enjoy it."
25302,"iHeartRadio",2013-02-21,4,"Really like this for my Kindle This is terrific! So many choices from all over the country. there is something for everyone's listening pleasure! do not hesitate with this one."
25304,"iHeartRadio",2016-08-01,2,"Still needs bug fixes they are trying to patch it. Still get random IHeart Radio is not working error messages even when the app is off. Lots of interruptions in streaming but may be due to slow wifi where I use it. It use to work much better before they improved it."
25305,"iHeartRadio",2012-08-01,1,"Unhappy and I am annoyed Right after I downloaded it I deleted it because it skipped and you have to have an Internet connection to listen. I had heard that it was a good app but it is not worth getting. I also had a hard time using the app. I would much rather continue using Pandora and VeVo like I usually do. I reccomend that you do not get this app."
25306,"iHeartRadio",2015-03-26,2,"Just was not For Me I thought I could like this app but just could not take the time too. Some people might think its awesome and that is okay."
25308,"iHeartRadio",2013-08-11,2,"not hearting it! After using only 4 thumbs down options I was cut off from making any other song choices other than being allowed to skip to next song. It also took some time to load today. I waited 7 minutes, retried and then finally gave up. I loved it when it was working, but got really frustrated with the rest. I will keep at and see if I can not find harmony with it somehow!"
25309,"iHeartRadio",2015-02-24,1,"SUCKS They upgraded iHeartRadio and it sucks! The new version is worse than the old version. They should have just stuck with the old version. The new one always pauses, then says the application is not responding then asks you to force close the application. But whatever, I am not telling you what to do. Choice is yours."
25311,"iHeartRadio",2016-12-25,5,"KFI on iHeart Radio! I use this app to listen to my fave radio show, streaming which I cannot get in my area any other way"
25314,"iHeartRadio",2012-06-10,5,"awesome! to all you stupid people who do not know how to read, you do not have to have a facebook account for this app its says you can create an account through facebook OR your email. so if you do not have a facebook account you can still use this app. I love it so much because you can listen to any radio station you want anywhere in the world you are.. its ammaazziinnggg!"
25321,"iHeartRadio",2015-03-11,5,"Awesome! Works great on my amazon fire! Love all the stations you can set up, so Dar it is better than Pandora!"
25325,"iHeartRadio",2012-08-15,5,"Mood Music The music played always seems to fit what ever I am doing if I have had a bad day at work I tune in to I heart radio. Hey I start looseing stress, if you know what I mean If I am in a 60's mood I tune into some jams I haven't heard since I was a little girl. Oh and when I am in that romantic mood look out just tune on in to the slow and sexy. Really it is a great app.Truely Yours,Stannie"
25328,"iHeartRadio",2016-06-06,5,"So far so good So far I have been pleased. Enjoying my old faves!"
25334,"iHeartRadio",2016-11-11,5,"Best app ever created Omg this is no joke the best app ever. Music is my life and this app is absolutely perfect for everyday music!!! Perfect for working out while listening, shopping with it on or even just listening to it at home! In shorter definition, this app is BOMB!!! One word to explain it: AMAZING!"
25336,"iHeartRadio",2016-08-29,3,"will not work on my kindle fire7 Says app needs updating and developers contacted. Have received rthis message for awhile.PLEASE FIX!!!!"
25338,"iHeartRadio",2016-06-20,5,"Five Stars it is free and you can get a variety of every music and comedy."
25340,"iHeartRadio",2017-09-11,4,"Too soon to rate it Just got it today. Too soon to rate it."
25341,"iHeartRadio",2012-08-23,2,"What happened to it? at first I loved it but now I hats it because I can create new stations and I tried everything to fix it but I wont work! it always says oops we do not have enough songs to make a station or what ever so now I have to listen to stations i created a while ago and I want different ones now I cant even listen to radio stations that I haven't already played"
25345,"iHeartRadio",2015-09-23,3,"it is radio it is good item if you like to sit and listen to the radio"
25352,"iHeartRadio",2012-06-11,5,"I Heart Radio As a former radio DJ for many years I enjoy listening and sampling stations around the country. I Heart Radio on my Kindle Fire - which I love - allows me to do that. If you like to listen and read or play Words with Friends at the same time I Heart Radio is a must have.Bob Stafford"
25354,"iHeartRadio",2013-12-17,5,"Love this! I had to find a new radio app when my old station got bitchy with their licensing bulls*** and I could not listen to them on TuneIn Radio anymore. So I found IHeartRadio and it works awesome. Use it pretty much every day on my 1st gen Kindle Fire while I am working out. Plays in the background while I use a timer app to do 1-min HIIT rounds of weightlifting."
25356,"iHeartRadio",2017-09-10,1,"One Star app did not work."
25358,"iHeartRadio",2013-08-25,5,"Best music app out there. Not only does it have great music, but it has an alarm clock feature and a sleep timer. This is just a phenomenal app overall."
25359,"iHeartRadio",2014-05-01,5,"app is great! the app is good since i am able to listen to live radio channels for free however i am unable to loginwith facebook or google acc./ create account .the app tells me that server is down and to try later....tried for 3 days consecutively with no success."
25362,"iHeartRadio",2017-02-19,1,"Help with download I have had this app before from Google Playstore but uninstalled to free up memory. I got this app from amazon last night and it is listed in cloud and shows 'downloading' I can not stop/cancel the download it is just spinning... I just wanted to listen to the radio on my android phone. Please help me?"
25363,"iHeartRadio",2017-08-28,5,"Five Stars Best music."
25366,"iHeartRadio",2012-08-08,4,"LOL I love this app! it is introduced me to a lot of music and artists that I would not have listen to otherwise. My only problem is that some of the info provided with the songs is incorrect. I was listening to a song by BigBang, the Korean group, the artist's bio said they were a Norwegian group with totally different songs. LOL"
25367,"iHeartRadio",2012-07-30,2,"I love radio app I got the app for free but since it does not load all the time I think I waisted my money...."
25368,"iHeartRadio",2017-08-24,3,"I love listening to my oldies station on iHeartRadio I love listening to my oldies station on iHeartRadio, but I get very frustrated because it goes in and out it stops and then it please it is very frustrating."
25370,"iHeartRadio",2015-03-03,5,"All the hits, 24/7 This app is for everyone, people will tell you. Because it is for everyone, every age. Metal, pop, classic, dub and many more notoriously amazing genres. Radio stations, custom-made stations, and IHeartRadio only stations by accurate DJs. Great for people with a love for music. Also, it is free! What a great app FOR FREE!!! 😝"
25372,"iHeartRadio",2017-07-11,3,"OK OK"
25375,"iHeartRadio",2016-08-09,5,"Five Stars Very good product"
25379,"iHeartRadio",2017-08-15,5,"Five Stars nice"
25381,"iHeartRadio",2016-10-05,4,"Four Stars ok"
25383,"iHeartRadio",2017-09-26,4,"Four Stars nice app different station"
25392,"iHeartRadio",2014-01-26,2,"Another app with new, unjustified permissions requests No explanation of why it needs all of these new permissions information about my Wi-Fi network, for example. Uninstalled. No matter how well an app works, unless the dev or Amazon starts explaining the need for all of these new permissions, I will continue to rate low and/or uninstall completely."
25398,"iHeartRadio",2012-08-05,5,"do not forget your password This is a great app! You can listen to the top stations in the country and even create your own. I liked it until I had to sign in one day, and I could not remember my password to my email address. Always remember your email password!"
25399,"iHeartRadio",2017-01-18,3,"IHeart should be so much better than it is. This app just does not play as smoothly as it should..Sometimes my shows will not load..I should be able to pick up where I left off of a show. Screen off drops are a pain in the ass.."
25400,"iHeartRadio",2013-08-18,4,"Good App, Multiple Choices This is a good app with multiple choices. What I do not like is the constant commercials from the stations to which I listen. Tedious and repetitive commercials, especially for IHeart radio..which I am already listening to!"
25403,"iHeartRadio",2014-12-05,5,"awsome!!! Hey when the other reviews are all have good ratings it is gotta be good. I mean they make it simple and easy to use. I found right off the bat 4 stations that are awesome and if I get sick of what is playing they have an option to mix it up even more. You just gotta get it ð"
25406,"iHeartRadio",2014-06-12,1,"sucks i got this app because it worked so well on my ipad but not so much on my kindle. it looks totally different and i cant find my favorite radio stations. the appp seems to be stuck in boston but the radio stations i listen to are from baltimore or dc. i deleted it off my kindle"
25409,"iHeartRadio",2014-01-07,4,"iHeartRadio This is a very refreshing version from Pandora. I love the fact that you can select the stations based on the state you are in and listen to music that is commercial free. All my favorite artist by categories or station. Thanks for giving us options outside of Pandora."
25419,"iHeartRadio",2012-06-18,1,"sucks you need facebook for this app. I was a bout to get it untill I read the reviews and saw that you need face book.I do not have face book and am not about to get one for this app. you should not either."
25420,"iHeartRadio",2014-08-03,1,"Android should be universally installable I have many android devices. I am not happy, because I cannot install it on all of them. The installation does not support 4.0 Ice cream sandwich. This makes it impossible to install it on my tablet. My phone is newer and IHeartRadio does support it."
25421,"iHeartRadio",2013-08-15,3,"thump thump You know at times some of the station just repeat the song or songs that were just played before the same song the just repeated. Get what I am saying, lol. Otherwise, it is a cool app."
25432,"iHeartRadio",2012-07-29,5,"Love It I love this app... I use it everytime I want to tune people out lol... the best part I get to hear music from all over because the music in Atlanta just is not the best at all smh"
25433,"iHeartRadio",2011-12-29,5,"luv it its awesome you can listen to like anything and you peps who r complaing cause you do not have a facebook account. its fine I mean if your that mad that you have to get one just delete the app or get a facebook."
25434,"iHeartRadio",2014-05-02,3,"It Works What can I say? I needed an app to listen to radio on my Kindle and this one fit the bill. So far it has worked well with minimum dropped signals."
25445,"iHeartRadio",2014-05-26,1,"Just got it for the free stuff. Haven't played it, never will. I only 'bought' it for the free coins, and have since uninstalled the Amazon app store since it would not install the one app I DID want to use. Sticking with Google from now on."
25449,"iHeartRadio",2013-08-28,3,"Missing this too I ordered two things at once. did not get either one of them to download. I can only say that I have enjoyed iHeartRadio on others devices."
25457,"iHeartRadio",2014-04-29,5,"iHeart is GREAT I needed to add music to my deck and pondered speakers, amps and all the expense. . . iHeart on my Kindle solved all those problems. Now I can have any music I want and best of all IT IS FREE"
25459,"iHeartRadio",2015-09-29,5,"Great!!! I really like the fact I can find internet artists like ERB and Dan Bull, not to mention Japanese music like sign by FLOW and juju no tsubasa, and my classic rock fix 5 out of 5"
25460,"iHeartRadio",2012-09-06,5,"I like this application for my Android Tablet It works perfectly on my Android Tablet. it is like radio station on my tablet, where I can carry around. I would recommend it to everyone if only if it is compatible on their system."
25464,"iHeartRadio",2014-02-02,4,"whoa This sooo way better than Pandora. I just now starting listening to music on here and well....wow. it is soo awesome and I would recommend it to anyone who likes awesome things. Very coolio winking"
25466,"iHeartRadio",2012-02-22,5,"A *must have* app for me Of all the apps I have downloaded, I would have to say that iHeart Radio gets used the most. Being able to listen to so many different types of music while relaxing with my Kindle Fire is a true pleasure. I do not have a Facebook account and I still enjoy this app. I just tune in to the station I want to listen to, sit back and enjoy."
25467,"iHeartRadio",2013-09-21,1,"yuck Not for me. Too many commercials. Good for someone who likes national radio stations. Thank you anyway. You can keep this app."
25469,"iHeartRadio",2012-10-28,3,"ok good app. I wish you could play a certain genre though. the design was attractive. it kept freezing up and it took a long time to download probably because of the annoying commercials."
25471,"iHeartRadio",2016-10-22,5,"Way better than spotify! happy This is the best music app out there! Spotify is horrible! number Iheartradiois1"
25477,"iHeartRadio",2012-08-28,5,"iHeart Radio I LOVE THIS RADIO! I love it! I am so glad that it does not need Internet connection! My favorite station is The Hawaiian and Regaee station. This does not need Facebook!!! happy !!!"
25478,"iHeartRadio",2013-08-14,2,"did not like it! I entered the radio station that I wanted to hear and it played all kinds of crazy music that was not what I wanted to hear."
25479,"iHeartRadio",2013-06-23,4,"good radio app good radio appI do not like anything about the Kindle fire I do not like not having access to the FREE google store for apps. I prefer the Ipad over the kindle fire any day."
25481,"iHeartRadio",2016-08-11,1,"song skipping when you want to skip a song because you dont like it it only lets you skip like 3 songs and I hate it. if it gets fixed I would give it 5 stars for sure"
25487,"iHeartRadio",2012-12-15,1,"sucks was awesome till facebook was flipping required rated -100 stars thx 4 ruining my favorite app cus i dont have facebook"
25491,"iHeartRadio",2013-08-29,3,"Okay It is an okay app but I have to admit I do not use as much as some other radio apps that I have downloaded."
25493,"iHeartRadio",2012-09-06,5,"Enjoy YOUR music! I like this better than Pandora because I can listen to radio stations I enjoy and switch it up with specific types of music or artists, depending on my mood."
25494,"iHeartRadio",2014-05-02,4,"iHeart a good program This has been a great app whether on the droid operating system or the apple system. This allows me to listen to the radio where I normally can not get a radio signal"
25495,"iHeartRadio",2012-08-09,5,"Re: facebook You dont need a facebook to sign in but you do need an email address though. Its a great app, you can listen to live stations and ones you make, very cool!!"
25499,"iHeartRadio",2012-09-06,5,"iHeart Review iHeart Radio is awesome - lots of selection. Choices are endless. You can customize your own style or choose from hundreds of stations around the country."
25500,"iHeartRadio",2012-08-15,5,"cool app I like this app cause I can listen to the radio on my tablet insted of having to look for my favorite station I can look on my stations and listen to it."
25505,"iHeartRadio",2017-01-07,5,"Really good app! I did not know if I would like it or not but I am so glad I downloaded it on my kindle and phone. Works and sounds great."
25506,"iHeartRadio",2017-04-14,5,"I love I heart radio I heart radio gives you so many different types of music and artist. I love this app😁😊💗💗💗💗💗"
25509,"iHeartRadio",2012-06-11,5,"Awesome this is a awesome app I really love how you get to listen to music from your kindle. Awesome! Great app"
25512,"iHeartRadio",2014-04-28,5,"asome App I think this app is asome to have on your device for any one who wants this app and you can put your kids favorite station for music on a favorite lists"
25513,"iHeartRadio",2014-04-29,3,"OK when you download this you need to keep on serching the radio so I would do Pandora in stead but I still like it so it is your choose I download. both"
25521,"iHeartRadio",2013-07-20,1,"Not as good as Pandora I know some people prefer this to Pandora, so I thought I would try it. But, I prefer Pandora. So, I deleted this app and went back to Pandora."
25524,"iHeartRadio",2012-02-27,2,"cool at first I was all happy to get this app because I love music. but sadly it was really bad!! I cant even believe it!! really sad sad"
25527,"iHeartRadio",2015-03-04,5,"No surprises as there are millions upon million of listeners ... No surprises as there are millions upon million of listeners to iHeartRadio, content and free equals five stars across the board"
25529,"iHeartRadio",2013-09-03,4,"iHeartRadio Hubby likes it a lot for the talk radio programs. I prefer Pandora personally. Works well on Kindle Fire.. Downloaded easily."
25530,"iHeartRadio",2012-08-08,5,"I HEART RADIO I HEART RADIO IS THE BEST STATION ON THE AIR 99.3 HAS THE BEST MUSIC AND JOHN TESH ALSO IS THE GREATESTFOR INFORMATION ,"
25533,"iHeartRadio",2013-09-04,4,"Great Idea I use this site when camping, exercise, and being away from home in general. I also enjoy listening to stations from other cities."
25535,"iHeartRadio",2014-06-18,5,"Awesome I love this app! The variety and selection is the best. I put my headset on and can listen to the music all day while working."
25537,"iHeartRadio",2014-05-07,1,"BRYANT DID NOT WORK WITH MY KINDLE AND SHOULD NOT HAVE BEEN ABLE TO PURCHASE THIS PRODUCT BECAUSE IT DID NOT WORK WITH MY KINDLE FIRE"
25541,"iHeartRadio",2014-06-14,2,"Music The local stations here were not my favorite, so I do not use this. Just did not like the stations that are here in my area."
25545,"iHeartRadio",2013-07-15,4,"cruxium Great book, looking forward to the next book. Karen Cox is an excellent writer.Great idea to think of the tittle character"
25551,"iHeartRadio",2014-01-10,5,"Great Love being able to take the radio with me at my desk. Rocking and working. Makes the day go by much better and faster."
25552,"iHeartRadio",2012-09-06,5,"excelllent love it.. loved it specially since delaware doesnt have a spanish station so i can listen to spanish music all the time..."
25557,"iHeartRadio",2013-07-23,1,"not at we dollar 0me This is so not at we dollar 0me compared to Pandora. I give it two thumbs down! If I could have rated it zero I would have."
25560,"iHeartRadio",2012-09-16,5,"Amazing! I love this app because you have freedom to pick any kind of music and unlike Pandora it does not have advertisements and you can find almost any song or type of music you like also you can listen to any live radio station anywhere! its pretty great besides the skip limit thing that about the only thing I do not really like anyway I would definetly recomend this app for any one who loves music"
25564,"iHeartRadio",2012-09-05,5,"no facebook you do not need a facebook account to use this app you just create your own account and you can save music"
25567,"iHeartRadio",2013-12-17,5,"kick ass The best radio app ever! let us me listen to all the station's I can create never use any other app ever again!"
25571,"iHeartRadio",2013-03-01,5,"I love Netflix! This app seems to work well on my Kindle Fire and I am happy I have it. I would recommend this to others."
25574,"iHeartRadio",2013-12-27,5,"crazy Wow gold medal it is a great deal with the next level of the game for boy's and girl's grow for the next"
25583,"iHeartRadio",2012-09-06,4,"rock this is one sure way of hearing just my music. What i like to lesson to all the time. Thanks"
25589,"iHeartRadio",2014-05-25,1,"Poor Selection of music and stations I uninstalled it right away. If you like Heavy Metal or Hard Rock, do not download this app.Disappointed intensely."
25592,"iHeartRadio",2014-06-11,1,"sucks You have to be 14 or older to sign in I deleted it when I tried to create an account"
25594,"iHeartRadio",2016-06-16,5,"Five Stars Good selection of music. Gets better the more it is used."
25600,"iHeartRadio",2012-02-07,1,"dont get it u can listen to the radio but when u search a song every song pops up but that one I dislike that I searched a song and a song with very bad words and a very bad name popped there r kids that have this app"
25602,"iHeartRadio",2016-03-25,1,"🐺🐂😠😑😤😥😦😥😧😦😩😥😧😦😰😨 ... Why..DoYouDoThis?"
25606,"iHeartRadio",2016-04-01,4,"better than Sirius radio Wish I found this site before sirius"
25608,"iHeartRadio",2015-03-03,5,"awesome Every song you can think of is here get the app!!!!!!"
25609,"iHeartRadio",2017-01-07,4,"99. 5injacksonville, 99.5injacksonville,fla"
25611,"iHeartRadio",2016-08-03,5,"best it is the beat radio app ever"
25618,"iHeartRadio",2015-03-03,5,"fun af Love, better than wack Pandora radio 😕"
25620,"iHeartRadio",2015-02-11,1,"Just hated it. Deleted from my phone Just hated it. Deleted from my phone."
25621,"iHeartRadio",2016-03-22,5,"Love it! Wonderful selections!"
25625,"iHeartRadio",2014-11-29,1,"One Star It would not download on my Kindle."
25627,"iHeartRadio",2012-08-07,1,"I can not open it I had this app for about a month now. It was great at first but then I uninstalled it and I can not installed it again. I tried going to the app store and it shows an open button I press on that button but it does not. do anything. Please help!!"
25632,"iHeartRadio",2015-03-03,5,"Five Stars Neat happy"
25635,"iHeartRadio",2014-08-05,1,"One Star do not have"
25637,"iHeartRadio",2014-12-04,3,"Three Stars OK"
25638,"iHeartRadio",2017-04-24,4,"Four Stars: Please read information below Way better than Spotify or Pandora. It has the current trending songs and stations! You could even create a playlist of all your favorite songs. Its free and there is no adds, so you could listen with no interruption from adds. All you need to do is like or dislike a song then it will automatically choose songs or stations to play next. it will also automatically recommend stations for you to listen to.I highly recommend it, the only thing is I wish I could travel and be on this app without paying any money. Another downside is how when you are doing something else or are on a different app, when you bring the menu up or down, you can not like or dislike the song to save it. And when you can not save it by liking it then maybe a whole new song might come up. Or its not on your playlist. This app is great all in all. Nothings perfect though and no one could ever make life that way. I think that this app may even receive a 4.5. And if you do not like it, remember its free and could be uninstalled. A little blunt but that is the truth. I am here for the same thing as you, to maybe see if its worth it, to create a review or to expose. But here...there is nothing really to expose."
25639,"iHeartRadio",2013-08-24,1,"sucks!!! I love music but when I get a song in my head, I want to hear that song. I dont mind hearing similar songs by the same or similar artists AFTER I hear the one I want. I cant figure out how to do that. Then when I skip too many times it locks me out. I hate this app."
25640,"iHeartRadio",2012-09-06,4,"Must Read !!! Excellent app to listen to so many different types fromcomedy to rock and anything in between.Excellent app and I recommend it to all.This will be excellent until there is a charge to use it.I would suggest to all that if and when you have to pay forthis... call or write and complain.Right now, remains an excellent that all should have.Rich"
25642,"iHeartRadio",2013-07-31,5,"Good channels and great music No complaints, no problems... easily find music I enjoy listening to. I recommend this to anyone.Yall check it out."
25645,"iHeartRadio",2012-05-16,1,"why facebook seriously? sad first of all I had gotten the I love radio. then when I tried to get a station, it said I needed a facebook or to log in. I do not have a facebook and its just very horrible. PEOPLE GET THE PANDORA APP!!!!! you need it and it dosent need facebook"
25647,"iHeartRadio",2012-05-12,1,"didnt have stations from my state the app sounded cool until I went to pick a station to listen to and there were none from my state. cant really listen to the radio without stations"
25651,"iHeartRadio",2012-01-10,1,"will not install on Kindle Fire Evidently needs modification for Fire. Tapping install button does nothing. tried rebootng Fire; still will not respond. Perhaps there is something I do not know?"
25653,"iHeartRadio",2013-02-22,1,"i am disappointed I can not even listen to it because the stations keep cutting out every few seconds. Not at all a pleasurable experience"
25655,"iHeartRadio",2016-02-27,5,"I LOVE IT?! It helps me relax and listen to fnaf music and u get to add ur stations"
25656,"iHeartRadio",2012-02-08,5,"READ THIS!!!!!!!!!!! All those people who gave it a 1or 2 star app because it required facebook is kinda domb not to be rode but. Next time you want to buy something and give it a bad review look up what PRODUCT INFORMATION !!!!!!!!!!!!!!"
25657,"iHeartRadio",2012-06-28,1,"YOU NEED FACEBOOK do not be fooled by the other high ratings. they only like it because they have facebook. if you dont, then do not buy the app. if you do, then go ahead."
25660,"iHeartRadio",2012-07-30,5,"i love bacon I loved this app but u do not need a face book to create a list u can use ur email Im young and happy"
25665,"iHeartRadio",2014-03-08,1,"do not support hate speech I struggled with the decision to install this app, but I feel it is important to inform people.Clear Channel supports right-wing hate- and fear-monger Rush Limbaugh. Using their apps gives the implication that you approve of how they spend money from their ad revenue."
25667,"iHeartRadio",2012-02-07,1,"horrible. do not like.it beacause it will not download on my kindle.fire so I give it one star just beacause of that."
25674,"iHeartRadio",2012-03-05,1,"EPIC FAIL! To me this is the weakest app I have ever had in my life! do not mean to be rude to the creators but this app is weak!"
25676,"iHeartRadio",2012-09-02,5,"i heart radio happy well, this is a cool app. I can listen to my favorite stations even when I am at a different state. think that is is cool and it is also nice when I go to college soon"
25678,"iHeartRadio",2016-03-26,5,"great app NOTHING like a radio when you do not have one. A radio that plays the music you like. If a song comes on you do not like click dislike it will not play it again."
25680,"iHeartRadio",2013-09-01,5,"iHeart Radio Love it! I could listen to any station anywhere. Even if you are not in the same state! You can find any music that you like to listen to."
25686,"iHeartRadio",2012-09-03,5,"love it love it. it is easy to listen too and you can pick a radio station or make one i like this. everyone should try it."
25689,"iHeartRadio",2012-09-06,5,"Works for me The times I have used iHeartRadio it was been awesome. Love that you can pick an artist and make your own playlist. Thank you for making the app."
25692,"iHeartRadio",2012-09-03,5,"awesome this app is awesome because it plays what is on the radio if you do not have one. get this app asap."
25693,"iHeartRadio",2013-08-22,5,"Great radio for Kindle! I love this app! The music is so great and the ability to make your own customized station is awesome. So glad this is a Kindle app!"
25694,"iHeartRadio",2013-06-20,1,"iheartradio I could not get a good station on the radio and it was even harder to stop playing your selection of mucis. Not good at all."
25697,"iHeartRadio",2013-08-14,5,"Such a Great Way to Hear My Favorite Shows Easy to use and great programs. I will recommend this to all my friends and family. IHeartRadio is terrific. Thanks"
25698,"iHeartRadio",2012-02-23,1,"i bought this app, only to find out that when i log in with facebook, it does not work. it just tells you on how to set it up I bought this app only to find out when you log in with facebook, it only tells you how to do it, their was no continue button. I haven't used AT ALL yet."
25700,"iHeartRadio",2014-04-30,1,"not working It will not work on my kindle fire. I do have it on my phone and use it regularity. The rating on using IHeartRadio through my phone is 4 stars."
